stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.606,"[-1.357, 0.145]",0.751,-1.345,0.183
norefined,c,-5.552,"[-13.045, 1.941]",7.493,-1.236,0.221
norefined,s,-2.734,"[-6.014, 0.546]",3.280,-1.390,0.169
norefined,k0,-0.809,"[-2.592, 0.973]",1.783,-0.757,0.452
norefined,k1,0.798,"[-0.739, 2.335]",1.537,0.866,0.390
norefined,k2,-1.047,"[-2.738, 0.645]",1.691,-1.032,0.306
norefined,k3,-0.468,"[-1.828, 0.893]",1.361,-0.573,0.568
norefined,k4,0.373,"[-1.587, 2.333]",1.960,0.318,0.752
norefined,k5,0.846,"[-1.139, 2.831]",1.985,0.711,0.480
refined,tt,-0.520,"[-0.894, -0.147]",0.374,-2.322,0.023
refined,c,-3.105,"[-5.443, -0.767]",2.338,-2.215,0.030
refined,s,-1.674,"[-2.88, -0.467]",1.206,-2.314,0.024
refined,k0,0.440,"[-0.174, 1.053]",0.614,1.195,0.236
refined,k1,-0.631,"[-1.566, 0.305]",0.935,-1.125,0.265
refined,k2,0.534,"[-0.159, 1.227]",0.693,1.285,0.203
refined,k3,-0.470,"[-1.232, 0.292]",0.762,-1.029,0.307
refined,k4,0.781,"[-0.342, 1.903]",1.122,1.160,0.250
refined,k5,0.004,"[-0.858, 0.866]",0.862,0.007,0.994
