attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-2.018,"[-3.213, -0.824]",1.194,-3.063,0.012,31,0.250,7268414.630,0.043,-1.000,-1.018,0,0,fn
c,-13.348,"[-21.802, -4.894]",8.454,-2.862,0.017,31,0.250,7268414.630,0.043,-6.000,-7.348,0,0,fn
s,-5.422,"[-8.36, -2.484]",2.938,-3.345,0.007,31,0.250,7268414.630,0.043,-3.000,-2.422,0,0,fn
k0,-2.467,"[-5.17, 0.235]",2.703,-1.655,0.129,31,0.250,7268414.630,0.043,0.000,-2.467,0,0,fp
k1,2.407,"[0.497, 4.318]",1.911,2.283,0.046,31,0.250,7268414.630,0.043,0.000,2.407,0,1,fp
k2,-0.181,"[-1.506, 1.144]",1.325,-0.248,0.809,31,0.250,7268414.630,0.043,0.000,-0.181,0,0,fp
k3,-0.016,"[-0.712, 0.68]",0.696,-0.041,0.968,31,0.250,7268414.630,0.043,0.000,-0.016,0,0,fp
k4,-0.767,"[-1.676, 0.142]",0.909,-1.529,0.157,31,0.250,7268414.630,0.043,0.000,-0.767,0,0,fp
k5,2.441,"[-0.522, 5.404]",2.963,1.493,0.166,31,0.250,7268414.630,0.043,0.000,2.441,0,0,fp
vot,0.151,,,,,31,0.250,7268414.630,0.043,0.167,-0.015,0,0,fn
tt,-0.920,"[-1.174, -0.667]",0.253,-6.177,0.000,31,0.500,25611131.669,0.084,-1.000,0.080,0,0,fn
c,-5.303,"[-6.728, -3.879]",1.424,-6.326,0.000,31,0.500,25611131.669,0.084,-6.000,0.697,0,0,fn
s,-2.915,"[-3.875, -1.954]",0.961,-5.156,0.000,31,0.500,25611131.669,0.084,-3.000,0.085,0,0,fn
k0,0.227,"[-0.483, 0.937]",0.710,0.543,0.591,31,0.500,25611131.669,0.084,0.000,0.227,0,0,fp
k1,-0.068,"[-0.494, 0.358]",0.426,-0.272,0.788,31,0.500,25611131.669,0.084,0.000,-0.068,0,0,fp
k2,0.078,"[-0.622, 0.778]",0.700,0.189,0.851,31,0.500,25611131.669,0.084,0.000,0.078,0,0,fp
k3,0.134,"[-0.308, 0.575]",0.441,0.514,0.611,31,0.500,25611131.669,0.084,0.000,0.134,0,0,fp
k4,0.168,"[-0.299, 0.635]",0.467,0.612,0.545,31,0.500,25611131.669,0.084,0.000,0.168,0,0,fp
k5,0.047,"[-0.399, 0.493]",0.446,0.178,0.860,31,0.500,25611131.669,0.084,0.000,0.047,0,0,fp
vot,0.174,,,,,31,0.500,25611131.669,0.084,0.167,0.007,0,0,fn
tt,-0.852,"[-1.058, -0.646]",0.206,-6.931,0.000,31,0.750,48015458.739,0.084,-1.000,0.148,0,0,fn
c,-5.207,"[-6.534, -3.881]",1.327,-6.583,0.000,31,0.750,48015458.739,0.084,-6.000,0.793,0,0,fn
s,-2.928,"[-3.568, -2.288]",0.640,-7.674,0.000,31,0.750,48015458.739,0.084,-3.000,0.072,0,0,fn
k0,0.040,"[-0.376, 0.455]",0.416,0.160,0.873,31,0.750,48015458.739,0.084,0.000,0.040,0,0,fp
k1,0.107,"[-0.222, 0.435]",0.329,0.543,0.589,31,0.750,48015458.739,0.084,0.000,0.107,0,0,fp
k2,0.265,"[-0.133, 0.664]",0.398,1.116,0.270,31,0.750,48015458.739,0.084,0.000,0.265,0,0,fp
k3,0.003,"[-0.27, 0.276]",0.273,0.018,0.985,31,0.750,48015458.739,0.084,0.000,0.003,0,0,fp
k4,0.065,"[-0.253, 0.382]",0.317,0.342,0.734,31,0.750,48015458.739,0.084,0.000,0.065,0,0,fp
k5,-0.045,"[-0.498, 0.408]",0.453,-0.165,0.870,31,0.750,48015458.739,0.084,0.000,-0.045,0,0,fp
vot,0.164,,,,,31,0.750,48015458.739,0.084,0.167,-0.003,0,0,fn
