attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.267,"[-1.789, -0.745]",0.522,-4.045,0.000,4.156,ngd,38,231167709.697,0.158,-1.000,-0.267,0,0,fn
c,-6.523,"[-9.144, -3.902]",2.621,-4.146,0.000,4.156,ngd,38,231167709.697,0.158,-6.000,-0.523,0,0,fn
s,-3.157,"[-4.575, -1.739]",1.418,-3.709,0.000,4.156,ngd,38,231167709.697,0.158,-3.000,-0.157,0,0,fn
vot,0.194,,,,,4.156,ngd,38,231167709.697,0.158,0.167,0.028,0,0,fn
tt,-1.217,"[-1.726, -0.707]",0.510,-3.976,0.000,4.499,lm,38,189655073.905,0.143,-1.000,-0.217,0,0,fn
c,-7.741,"[-10.668, -4.814]",2.927,-4.405,0.000,4.499,lm,38,189655073.905,0.143,-6.000,-1.741,0,0,fn
s,-3.746,"[-5.278, -2.214]",1.532,-4.075,0.000,4.499,lm,38,189655073.905,0.143,-3.000,-0.746,0,0,fn
vot,0.157,,,,,4.499,lm,38,189655073.905,0.143,0.167,-0.009,0,0,fn
tt,-1.217,"[-1.726, -0.707]",0.510,-3.976,0.000,8.665,ngd+lm,38,189655073.905,0.143,-1.000,-0.217,0,0,fn
c,-7.741,"[-10.668, -4.814]",2.927,-4.405,0.000,8.665,ngd+lm,38,189655073.905,0.143,-6.000,-1.741,0,0,fn
s,-3.746,"[-5.278, -2.214]",1.532,-4.075,0.000,8.665,ngd+lm,38,189655073.905,0.143,-3.000,-0.746,0,0,fn
vot,0.157,,,,,8.665,ngd+lm,38,189655073.905,0.143,0.167,-0.009,0,0,fn
