stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,59.510,1.727,0.000,76,0,9,3386113142.658,376491564.580
refined,89.310,1.727,0.000,76,0,9,3386113142.658,260533127.900
