stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.035,-4.304,-1.767,-1.666,-1.825,-0.905,-0.874,-1.715,1.662,1485778579.939,0.473
norefined,2,-1.665,-4.470,-1.959,-1.495,-1.775,-0.909,-0.766,-1.654,1.625,1270065530.118,0.372
norefined,3,-1.279,-4.589,-2.122,-1.345,-1.701,-0.934,-0.605,-1.589,1.655,940032376.902,0.279
norefined,4,-0.846,-4.678,-2.258,-1.252,-1.621,-0.963,-0.481,-1.541,1.708,662127973.393,0.181
norefined,5,-0.441,-4.817,-2.317,-1.071,-1.469,-0.965,-0.418,-1.482,1.711,610340539.588,0.092
norefined,6,-0.908,-4.869,-2.212,-0.953,-1.429,-0.928,-0.415,-1.448,1.689,608677229.681,0.186
norefined,7,-0.468,-4.984,-2.279,-0.814,-1.313,-0.931,-0.365,-1.385,1.691,564054557.621,0.094
norefined,8,-0.938,-5.025,-2.172,-0.705,-1.280,-0.890,-0.362,-1.346,1.668,568462029.874,0.187
norefined,9,-0.479,-5.123,-2.240,-0.599,-1.188,-0.900,-0.320,-1.284,1.666,531521139.993,0.093
norefined,10,-0.954,-5.153,-2.128,-0.514,-1.164,-0.864,-0.319,-1.251,1.644,541188665.579,0.185
refined,11,-0.479,-5.123,-2.240,-0.599,-1.188,-0.900,-0.320,-1.284,1.666,531521139.993,0.093
refined,12,-0.585,-3.046,-0.944,0.572,1.029,-0.505,-0.126,0.805,0.667,844415158.838,0.192
refined,13,-0.490,-2.834,-1.111,0.195,0.327,-0.647,-0.102,0.278,0.584,445380227.810,0.173
refined,14,-0.648,-4.011,-1.651,0.139,0.134,-0.916,-0.237,0.247,0.857,398199966.062,0.161
refined,15,-0.845,-5.429,-2.277,0.145,-0.074,-1.070,-0.279,0.335,1.015,384181589.054,0.156
refined,16,-1.032,-6.825,-2.844,0.160,-0.272,-1.029,-0.102,0.503,0.944,376064963.025,0.151
refined,17,-1.302,-8.570,-3.638,0.222,-0.424,-1.176,-0.014,0.762,0.942,372088363.869,0.152
refined,18,-1.499,-9.808,-4.170,0.228,-0.508,-1.332,0.107,1.081,0.869,370428075.269,0.153
refined,19,-1.710,-11.040,-4.729,0.205,-0.560,-1.545,0.137,1.454,0.753,369419075.310,0.155
refined,20,-1.916,-12.286,-5.216,0.161,-0.640,-1.776,0.212,1.958,0.523,368135224.018,0.156
