stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,17.433,2.347,0.000,19,0,9,882810043.060,52896404.513
refined,92.324,2.347,0.000,19,0,9,882810043.060,10498224.087
