stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,38.561,1.857,0.000,38,0,9,1727262214.831,133203188.980
refined,129.004,1.857,0.000,38,0,9,1727262214.831,42091747.792
