stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.944,-6.436,-2.069,-0.140,0.790,0.712,-1.252,-1.077,-1.686,3570831563.078,-0.147
norefined,2,0.460,-6.464,-2.121,-0.179,0.743,0.675,-1.298,-1.134,-1.728,2578502366.098,-0.071
norefined,3,-0.019,-6.457,-2.167,-0.244,0.675,0.627,-1.338,-1.177,-1.784,1399001185.237,0.003
norefined,4,-0.509,-6.432,-2.194,-0.282,0.627,0.577,-1.358,-1.198,-1.825,556775783.186,0.079
norefined,5,-1.005,-6.384,-2.210,-0.297,0.594,0.561,-1.362,-1.198,-1.824,188362022.743,0.157
norefined,6,-1.482,-6.290,-2.298,-0.266,0.604,0.568,-1.318,-1.151,-1.797,248209356.437,0.236
norefined,7,-0.998,-6.401,-2.308,-0.304,0.581,0.544,-1.291,-1.143,-1.797,181270534.410,0.156
norefined,8,-1.477,-6.308,-2.387,-0.274,0.591,0.557,-1.253,-1.099,-1.769,240121039.237,0.234
norefined,9,-0.993,-6.418,-2.393,-0.312,0.569,0.532,-1.226,-1.093,-1.768,175292164.964,0.155
norefined,10,-1.474,-6.325,-2.464,-0.282,0.580,0.550,-1.193,-1.053,-1.740,233557774.328,0.233
refined,11,-0.993,-6.418,-2.393,-0.312,0.569,0.532,-1.226,-1.093,-1.768,175292164.964,0.155
refined,12,-0.716,-3.817,-1.821,0.068,-0.038,0.156,-0.104,0.687,-0.175,137228076.288,0.188
refined,13,-0.965,-5.537,-2.704,0.400,-0.183,0.110,0.074,0.119,-0.171,68637927.057,0.174
refined,14,-1.253,-7.332,-3.584,0.675,-0.145,0.167,0.002,-0.221,-0.189,63188685.954,0.171
refined,15,-1.278,-7.482,-3.628,0.671,-0.096,0.156,-0.059,-0.259,-0.154,62939602.022,0.171
refined,16,-1.285,-7.520,-3.643,0.666,-0.088,0.154,-0.066,-0.250,-0.147,62934739.746,0.171
refined,17,-1.287,-7.530,-3.646,0.665,-0.085,0.154,-0.067,-0.248,-0.146,62934429.936,0.171
refined,18,-1.288,-7.533,-3.647,0.665,-0.084,0.153,-0.068,-0.248,-0.146,62934409.154,0.171
refined,19,-1.288,-7.534,-3.648,0.665,-0.084,0.153,-0.068,-0.247,-0.146,62934407.734,0.171
refined,20,-1.288,-7.534,-3.648,0.665,-0.084,0.153,-0.068,-0.247,-0.146,62934407.634,0.171
