attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.908,"[-1.238, -0.577]",0.331,-5.481,0.000,20,0.150,108148355.009,0.106,-1.000,0.092,0,0,fn
c,-5.398,"[-7.102, -3.693]",1.704,-6.321,0.000,20,0.150,108148355.009,0.106,-6.000,0.602,0,0,fn
s,-2.653,"[-3.468, -1.837]",0.815,-6.495,0.000,20,0.150,108148355.009,0.106,-3.000,0.347,0,0,fn
k0,0.280,"[-0.037, 0.596]",0.316,1.764,0.082,20,0.150,108148355.009,0.106,0.000,0.280,0,1,fp
k1,-0.250,"[-0.957, 0.458]",0.708,-0.704,0.484,20,0.150,108148355.009,0.106,0.000,-0.250,0,0,fp
k2,-0.111,"[-0.526, 0.304]",0.415,-0.533,0.596,20,0.150,108148355.009,0.106,0.000,-0.111,0,0,fp
k3,0.019,"[-0.363, 0.401]",0.382,0.099,0.921,20,0.150,108148355.009,0.106,0.000,0.019,0,0,fp
k4,-0.070,"[-0.521, 0.381]",0.451,-0.310,0.758,20,0.150,108148355.009,0.106,0.000,-0.070,0,0,fp
k5,0.278,"[-0.344, 0.901]",0.623,0.891,0.376,20,0.150,108148355.009,0.106,0.000,0.278,0,0,fp
vot,0.168,,,,,20,0.150,108148355.009,0.106,0.167,0.001,0,0,fn
tt,-1.259,"[-1.736, -0.783]",0.476,-5.277,0.000,20,0.200,100205366.515,0.102,-1.000,-0.259,0,0,fn
c,-6.867,"[-9.182, -4.551]",2.316,-5.918,0.000,20,0.200,100205366.515,0.102,-6.000,-0.867,0,0,fn
s,-3.226,"[-4.297, -2.155]",1.071,-6.012,0.000,20,0.200,100205366.515,0.102,-3.000,-0.226,0,0,fn
k0,0.246,"[-0.133, 0.626]",0.380,1.296,0.200,20,0.200,100205366.515,0.102,0.000,0.246,0,0,fp
k1,-0.381,"[-1.223, 0.461]",0.842,-0.902,0.370,20,0.200,100205366.515,0.102,0.000,-0.381,0,0,fp
k2,-0.286,"[-0.794, 0.221]",0.507,-1.127,0.264,20,0.200,100205366.515,0.102,0.000,-0.286,0,0,fp
k3,0.144,"[-0.305, 0.593]",0.449,0.640,0.524,20,0.200,100205366.515,0.102,0.000,0.144,0,0,fp
k4,-0.208,"[-0.764, 0.348]",0.556,-0.746,0.459,20,0.200,100205366.515,0.102,0.000,-0.208,0,0,fp
k5,0.705,"[-0.03, 1.44]",0.735,1.916,0.060,20,0.200,100205366.515,0.102,0.000,0.705,0,1,fp
vot,0.183,,,,,20,0.200,100205366.515,0.102,0.167,0.017,0,0,fn
tt,-1.314,"[-1.819, -0.809]",0.505,-5.197,0.000,20,0.250,91925458.295,0.097,-1.000,-0.314,0,0,fn
c,-7.498,"[-10.159, -4.837]",2.661,-5.624,0.000,20,0.250,91925458.295,0.097,-6.000,-1.498,0,0,fn
s,-3.671,"[-4.985, -2.357]",1.314,-5.577,0.000,20,0.250,91925458.295,0.097,-3.000,-0.671,0,0,fn
k0,0.573,"[0.18, 0.966]",0.393,2.912,0.005,20,0.250,91925458.295,0.097,0.000,0.573,0,1,fp
k1,-0.044,"[-0.902, 0.814]",0.858,-0.103,0.918,20,0.250,91925458.295,0.097,0.000,-0.044,0,0,fp
k2,0.019,"[-0.456, 0.495]",0.476,0.081,0.935,20,0.250,91925458.295,0.097,0.000,0.019,0,0,fp
k3,0.453,"[-0.042, 0.949]",0.496,1.826,0.072,20,0.250,91925458.295,0.097,0.000,0.453,0,1,fp
k4,-0.244,"[-0.774, 0.287]",0.531,-0.917,0.363,20,0.250,91925458.295,0.097,0.000,-0.244,0,0,fp
k5,0.165,"[-0.522, 0.853]",0.688,0.480,0.633,20,0.250,91925458.295,0.097,0.000,0.165,0,0,fp
vot,0.175,,,,,20,0.250,91925458.295,0.097,0.167,0.009,0,0,fn
