stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.994,"[-2.096, 0.108]",1.102,-1.801,0.076
norefined,c,-4.771,"[-9.977, 0.434]",5.205,-1.830,0.072
norefined,s,-3.095,"[-6.108, -0.082]",3.013,-2.050,0.044
norefined,k0,-0.864,"[-2.071, 0.342]",1.206,-1.430,0.157
norefined,k1,-0.178,"[-1.78, 1.424]",1.602,-0.222,0.825
norefined,k2,-0.796,"[-2.314, 0.722]",1.518,-1.047,0.299
norefined,k3,0.178,"[-0.54, 0.896]",0.718,0.495,0.622
norefined,k4,-0.966,"[-2.326, 0.395]",1.361,-1.417,0.161
norefined,k5,-0.760,"[-1.992, 0.471]",1.231,-1.232,0.222
refined,tt,-0.908,"[-1.238, -0.577]",0.331,-5.481,0.000
refined,c,-5.398,"[-7.102, -3.693]",1.704,-6.321,0.000
refined,s,-2.653,"[-3.468, -1.837]",0.815,-6.495,0.000
refined,k0,0.280,"[-0.037, 0.596]",0.316,1.764,0.082
refined,k1,-0.250,"[-0.957, 0.458]",0.708,-0.704,0.484
refined,k2,-0.111,"[-0.526, 0.304]",0.415,-0.533,0.596
refined,k3,0.019,"[-0.363, 0.401]",0.382,0.099,0.921
refined,k4,-0.070,"[-0.521, 0.381]",0.451,-0.310,0.758
refined,k5,0.278,"[-0.344, 0.901]",0.623,0.891,0.376
