attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.485,"[-1.975, -0.996]",0.490,-5.060,0.000,194.598,ngd,3,176365063.813,0.136,-1.000,-0.485,0,0,fn
c,-5.694,"[-7.611, -3.777]",1.917,-4.953,0.000,194.598,ngd,3,176365063.813,0.136,-6.000,0.306,0,0,fn
s,-3.050,"[-4.074, -2.025]",1.024,-4.966,0.000,194.598,ngd,3,176365063.813,0.136,-3.000,-0.050,0,0,fn
k0,-1.266,"[-1.909, -0.622]",0.644,-3.279,0.002,194.598,ngd,3,176365063.813,0.136,0.000,-1.266,0,1,fp
k1,1.264,"[0.73, 1.797]",0.534,3.948,0.000,194.598,ngd,3,176365063.813,0.136,0.000,1.264,0,1,fp
k2,0.000,"[-0.391, 0.392]",0.392,0.001,0.999,194.598,ngd,3,176365063.813,0.136,0.000,0.000,0,0,fp
k3,-0.271,"[-0.772, 0.231]",0.501,-0.900,0.371,194.598,ngd,3,176365063.813,0.136,0.000,-0.271,0,0,fp
k4,0.547,"[0.074, 1.02]",0.473,1.930,0.058,194.598,ngd,3,176365063.813,0.136,0.000,0.547,0,1,fp
k5,-1.489,"[-2.126, -0.851]",0.637,-3.895,0.000,194.598,ngd,3,176365063.813,0.136,0.000,-1.489,0,1,fp
vot,0.261,,,,,194.598,ngd,3,176365063.813,0.136,0.167,0.094,0,0,fn
tt,-0.872,"[-1.111, -0.633]",0.239,-6.080,0.000,155.054,lm,3,158880388.827,0.129,-1.000,0.128,0,0,fn
c,-4.883,"[-6.322, -3.445]",1.439,-5.662,0.000,155.054,lm,3,158880388.827,0.129,-6.000,1.117,0,0,fn
s,-2.596,"[-3.362, -1.831]",0.765,-5.657,0.000,155.054,lm,3,158880388.827,0.129,-3.000,0.404,0,0,fn
k0,-1.046,"[-1.55, -0.541]",0.505,-3.455,0.001,155.054,lm,3,158880388.827,0.129,0.000,-1.046,0,1,fp
k1,1.163,"[0.705, 1.621]",0.458,4.236,0.000,155.054,lm,3,158880388.827,0.129,0.000,1.163,0,1,fp
k2,0.157,"[-0.182, 0.495]",0.338,0.772,0.443,155.054,lm,3,158880388.827,0.129,0.000,0.157,0,0,fp
k3,-0.403,"[-0.841, 0.035]",0.438,-1.534,0.130,155.054,lm,3,158880388.827,0.129,0.000,-0.403,0,0,fp
k4,0.030,"[-0.327, 0.388]",0.358,0.141,0.888,155.054,lm,3,158880388.827,0.129,0.000,0.030,0,0,fp
k5,-0.700,"[-1.092, -0.308]",0.392,-2.979,0.004,155.054,lm,3,158880388.827,0.129,0.000,-0.700,0,1,fp
vot,0.179,,,,,155.054,lm,3,158880388.827,0.129,0.167,0.012,0,0,fn
tt,-0.990,"[-1.267, -0.713]",0.277,-5.960,0.000,389.506,ngd+lm,3,158277973.347,0.129,-1.000,0.010,0,0,fn
c,-5.043,"[-6.551, -3.535]",1.508,-5.577,0.000,389.506,ngd+lm,3,158277973.347,0.129,-6.000,0.957,0,0,fn
s,-2.690,"[-3.493, -1.887]",0.803,-5.586,0.000,389.506,ngd+lm,3,158277973.347,0.129,-3.000,0.310,0,0,fn
k0,-1.096,"[-1.621, -0.571]",0.525,-3.480,0.001,389.506,ngd+lm,3,158277973.347,0.129,0.000,-1.096,0,1,fp
k1,1.163,"[0.7, 1.625]",0.463,4.191,0.000,389.506,ngd+lm,3,158277973.347,0.129,0.000,1.163,0,1,fp
k2,0.230,"[-0.122, 0.581]",0.351,1.090,0.280,389.506,ngd+lm,3,158277973.347,0.129,0.000,0.230,0,0,fp
k3,-0.443,"[-0.896, 0.009]",0.452,-1.634,0.107,389.506,ngd+lm,3,158277973.347,0.129,0.000,-0.443,0,0,fp
k4,-0.005,"[-0.371, 0.361]",0.366,-0.022,0.982,389.506,ngd+lm,3,158277973.347,0.129,0.000,-0.005,0,0,fp
k5,-0.768,"[-1.179, -0.358]",0.411,-3.122,0.003,389.506,ngd+lm,3,158277973.347,0.129,0.000,-0.768,0,1,fp
vot,0.196,,,,,389.506,ngd+lm,3,158277973.347,0.129,0.167,0.030,0,0,fn
