stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.334,-4.597,-3.046,-0.244,1.304,0.572,0.534,1.895,1.959,7254342581.284,-0.073
norefined,2,-0.123,-4.674,-3.080,-0.318,1.259,0.542,0.437,1.786,1.891,4005692913.649,0.026
norefined,3,-0.566,-4.752,-3.081,-0.414,1.192,0.489,0.357,1.664,1.792,1990129544.816,0.119
norefined,4,-0.923,-4.860,-3.074,-0.544,1.087,0.385,0.284,1.484,1.607,1070061459.770,0.190
norefined,5,-0.886,-5.049,-3.097,-0.666,0.939,0.261,0.194,1.235,1.307,602172563.219,0.175
norefined,6,-0.753,-5.233,-3.088,-0.730,0.827,0.151,0.133,0.989,0.983,334536651.421,0.144
norefined,7,-0.980,-5.372,-3.011,-0.775,0.749,0.074,0.100,0.728,0.683,237076848.365,0.182
norefined,8,-0.560,-5.525,-2.976,-0.770,0.676,0.025,0.129,0.625,0.510,297211455.369,0.101
norefined,9,-1.052,-5.510,-2.926,-0.774,0.680,0.033,0.133,0.557,0.488,202087295.765,0.191
norefined,10,-0.591,-5.632,-2.928,-0.763,0.624,-0.003,0.157,0.498,0.372,266758122.145,0.105
refined,11,-1.052,-5.510,-2.926,-0.774,0.680,0.033,0.133,0.557,0.488,202087295.765,0.191
refined,12,-1.036,-5.794,-2.980,0.265,-0.076,-0.042,0.197,0.098,0.041,113672333.555,0.179
refined,13,-1.227,-6.794,-3.538,0.445,-0.257,-0.032,0.190,0.024,0.177,110887342.692,0.181
refined,14,-1.248,-6.917,-3.611,0.488,-0.334,-0.051,0.110,-0.012,0.221,110653291.306,0.180
refined,15,-1.264,-7.000,-3.652,0.510,-0.359,-0.061,0.090,-0.018,0.240,110633027.830,0.181
refined,16,-1.266,-7.011,-3.657,0.516,-0.366,-0.066,0.082,-0.019,0.243,110631244.509,0.181
refined,17,-1.268,-7.019,-3.661,0.519,-0.368,-0.067,0.080,-0.019,0.245,110631085.618,0.181
refined,18,-1.268,-7.020,-3.662,0.519,-0.369,-0.067,0.079,-0.019,0.245,110631070.882,0.181
refined,19,-1.268,-7.020,-3.662,0.520,-0.369,-0.068,0.079,-0.019,0.245,110631069.475,0.181
refined,20,-1.268,-7.021,-3.662,0.520,-0.369,-0.068,0.079,-0.019,0.245,110631069.336,0.181
