attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.321,"[-1.946, -0.697]",0.624,-4.223,0.000,70,0.150,111154137.923,0.110,-1.000,-0.321,0,0,fn
c,-7.543,"[-10.644, -4.441]",3.102,-4.854,0.000,70,0.150,111154137.923,0.110,-6.000,-1.543,0,0,fn
s,-4.040,"[-5.899, -2.18]",1.859,-4.337,0.000,70,0.150,111154137.923,0.110,-3.000,-1.040,0,0,fn
k0,0.274,"[-0.793, 1.342]",1.067,0.513,0.609,70,0.150,111154137.923,0.110,0.000,0.274,0,0,fp
k1,0.110,"[-0.665, 0.884]",0.775,0.282,0.779,70,0.150,111154137.923,0.110,0.000,0.110,0,0,fp
k2,-0.109,"[-0.765, 0.546]",0.655,-0.333,0.740,70,0.150,111154137.923,0.110,0.000,-0.109,0,0,fp
k3,0.168,"[-0.486, 0.822]",0.654,0.512,0.610,70,0.150,111154137.923,0.110,0.000,0.168,0,0,fp
k4,0.653,"[-0.423, 1.73]",1.077,1.211,0.230,70,0.150,111154137.923,0.110,0.000,0.653,0,0,fp
k5,-0.483,"[-1.199, 0.233]",0.716,-1.347,0.183,70,0.150,111154137.923,0.110,0.000,-0.483,0,0,fp
vot,0.175,,,,,70,0.150,111154137.923,0.110,0.167,0.008,0,0,fn
tt,-1.268,"[-1.907, -0.63]",0.638,-3.965,0.000,70,0.200,110631069.336,0.107,-1.000,-0.268,0,0,fn
c,-7.021,"[-10.09, -3.951]",3.069,-4.566,0.000,70,0.200,110631069.336,0.107,-6.000,-1.021,0,0,fn
s,-3.662,"[-5.505, -1.819]",1.843,-3.966,0.000,70,0.200,110631069.336,0.107,-3.000,-0.662,0,0,fn
k0,0.520,"[-0.487, 1.526]",1.007,1.030,0.307,70,0.200,110631069.336,0.107,0.000,0.520,0,0,fp
k1,-0.369,"[-1.25, 0.512]",0.881,-0.836,0.406,70,0.200,110631069.336,0.107,0.000,-0.369,0,0,fp
k2,-0.068,"[-0.734, 0.599]",0.667,-0.202,0.840,70,0.200,110631069.336,0.107,0.000,-0.068,0,0,fp
k3,0.079,"[-0.606, 0.765]",0.685,0.231,0.818,70,0.200,110631069.336,0.107,0.000,0.079,0,0,fp
k4,-0.019,"[-1.04, 1.001]",1.020,-0.038,0.970,70,0.200,110631069.336,0.107,0.000,-0.019,0,0,fp
k5,0.245,"[-0.556, 1.046]",0.801,0.610,0.544,70,0.200,110631069.336,0.107,0.000,0.245,0,0,fp
vot,0.181,,,,,70,0.200,110631069.336,0.107,0.167,0.014,0,0,fn
tt,-1.318,"[-2.027, -0.609]",0.709,-3.710,0.000,70,0.250,140228494.169,0.119,-1.000,-0.318,0,0,fn
c,-7.929,"[-11.732, -4.126]",3.803,-4.161,0.000,70,0.250,140228494.169,0.119,-6.000,-1.929,0,0,fn
s,-4.084,"[-6.36, -1.808]",2.276,-3.582,0.001,70,0.250,140228494.169,0.119,-3.000,-1.084,0,0,fn
k0,-0.148,"[-1.275, 0.98]",1.127,-0.261,0.795,70,0.250,140228494.169,0.119,0.000,-0.148,0,0,fp
k1,-0.100,"[-1.055, 0.855]",0.955,-0.209,0.835,70,0.250,140228494.169,0.119,0.000,-0.100,0,0,fp
k2,0.479,"[-0.39, 1.348]",0.869,1.101,0.275,70,0.250,140228494.169,0.119,0.000,0.479,0,0,fp
k3,-0.117,"[-0.9, 0.666]",0.783,-0.298,0.766,70,0.250,140228494.169,0.119,0.000,-0.117,0,0,fp
k4,0.609,"[-0.565, 1.783]",1.174,1.036,0.304,70,0.250,140228494.169,0.119,0.000,0.609,0,0,fp
k5,-0.109,"[-0.913, 0.695]",0.804,-0.271,0.787,70,0.250,140228494.169,0.119,0.000,-0.109,0,0,fp
vot,0.166,,,,,70,0.250,140228494.169,0.119,0.167,-0.000,0,0,fn
