stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.334,-4.597,-3.046,-0.244,1.304,0.572,0.534,1.895,1.959,7445518235.906,-0.073
norefined,2,-0.122,-4.675,-3.083,-0.317,1.257,0.539,0.435,1.788,1.887,4163234603.732,0.026
norefined,3,-0.560,-4.756,-3.085,-0.416,1.186,0.482,0.351,1.664,1.782,2183031403.184,0.118
norefined,4,-0.911,-4.865,-3.080,-0.547,1.079,0.371,0.274,1.486,1.592,1200679276.872,0.187
norefined,5,-0.903,-5.043,-3.108,-0.669,0.928,0.225,0.197,1.240,1.288,700663947.526,0.179
norefined,6,-0.733,-5.217,-3.116,-0.732,0.806,0.103,0.137,1.010,0.970,376650829.043,0.140
norefined,7,-0.936,-5.344,-3.079,-0.797,0.700,0.003,0.072,0.761,0.655,249289038.296,0.175
norefined,8,-0.525,-5.491,-3.057,-0.802,0.622,-0.055,0.102,0.652,0.464,304512880.675,0.096
norefined,9,-1.015,-5.480,-3.017,-0.821,0.608,-0.062,0.088,0.579,0.416,206018388.775,0.185
norefined,10,-0.553,-5.596,-3.023,-0.813,0.554,-0.101,0.124,0.522,0.296,267873626.690,0.099
refined,11,-1.015,-5.480,-3.017,-0.821,0.608,-0.062,0.088,0.579,0.416,206018388.775,0.185
refined,12,-1.229,-6.760,-3.740,0.107,-0.056,-0.047,0.290,0.457,-0.231,114843446.512,0.182
refined,13,-1.261,-7.199,-3.849,0.291,0.070,-0.097,0.190,0.547,-0.391,111336284.909,0.175
refined,14,-1.304,-7.435,-3.991,0.310,0.072,-0.099,0.173,0.608,-0.452,111180160.452,0.175
refined,15,-1.309,-7.479,-4.006,0.290,0.098,-0.105,0.168,0.631,-0.468,111160000.810,0.175
refined,16,-1.317,-7.517,-4.028,0.284,0.102,-0.107,0.168,0.643,-0.477,111155587.314,0.175
refined,17,-1.319,-7.529,-4.033,0.278,0.107,-0.108,0.168,0.648,-0.480,111154504.020,0.175
refined,18,-1.320,-7.537,-4.037,0.276,0.108,-0.109,0.168,0.651,-0.482,111154228.113,0.175
refined,19,-1.321,-7.541,-4.039,0.275,0.109,-0.109,0.168,0.652,-0.482,111154156.617,0.175
refined,20,-1.321,-7.543,-4.040,0.274,0.110,-0.109,0.168,0.653,-0.483,111154137.923,0.175
