stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.334,-4.597,-3.046,-0.244,1.304,0.572,0.534,1.895,1.959,7317751953.754,-0.073
norefined,2,-0.137,-4.661,-3.073,-0.307,1.271,0.554,0.449,1.807,1.905,3808257158.106,0.029
norefined,3,-0.589,-4.734,-3.069,-0.399,1.210,0.508,0.375,1.697,1.811,1829718668.179,0.124
norefined,4,-0.957,-4.840,-3.054,-0.530,1.110,0.411,0.304,1.530,1.628,1056322145.512,0.198
norefined,5,-0.824,-5.039,-3.073,-0.657,0.958,0.301,0.225,1.308,1.337,645256837.847,0.164
norefined,6,-0.721,-5.223,-3.046,-0.743,0.856,0.206,0.169,1.061,0.999,378413438.442,0.138
norefined,7,-0.881,-5.377,-2.958,-0.821,0.768,0.143,0.123,0.804,0.672,262286325.563,0.164
norefined,8,-0.481,-5.536,-2.894,-0.833,0.679,0.123,0.148,0.692,0.474,364523947.441,0.087
norefined,9,-0.975,-5.522,-2.848,-0.852,0.679,0.133,0.139,0.639,0.450,231459253.704,0.177
norefined,10,-0.508,-5.636,-2.845,-0.848,0.619,0.116,0.158,0.590,0.340,331279879.182,0.090
refined,11,-0.975,-5.522,-2.848,-0.852,0.679,0.133,0.139,0.639,0.450,231459253.704,0.177
refined,12,-1.035,-6.282,-3.221,-0.258,0.007,0.428,0.126,0.433,-0.088,144301687.462,0.165
refined,13,-1.301,-7.774,-4.039,-0.141,-0.042,0.499,-0.007,0.615,-0.169,140470743.074,0.167
refined,14,-1.286,-7.751,-3.980,-0.150,-0.103,0.449,-0.109,0.583,-0.113,140259491.084,0.166
refined,15,-1.328,-7.976,-4.117,-0.146,-0.091,0.492,-0.108,0.618,-0.117,140235714.139,0.166
refined,16,-1.311,-7.895,-4.062,-0.148,-0.103,0.471,-0.119,0.604,-0.107,140230971.180,0.166
refined,17,-1.322,-7.952,-4.099,-0.147,-0.097,0.485,-0.115,0.613,-0.112,140229276.049,0.166
refined,18,-1.316,-7.921,-4.079,-0.148,-0.101,0.477,-0.118,0.608,-0.108,140228744.913,0.166
refined,19,-1.320,-7.940,-4.091,-0.148,-0.099,0.482,-0.116,0.611,-0.110,140228556.665,0.166
refined,20,-1.318,-7.929,-4.084,-0.148,-0.100,0.479,-0.117,0.609,-0.109,140228494.169,0.166
