stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,108.551,2.023,0.000,76,0,9,3210084293.927,206018388.774
refined,207.548,2.023,0.000,76,0,9,3210084293.927,111154137.923
