stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.178,"[-1.814, -0.542]",0.636,-3.699,0.000
norefined,c,-5.644,"[-8.872, -2.415]",3.229,-3.489,0.001
norefined,s,-3.246,"[-5.202, -1.289]",1.957,-3.311,0.002
norefined,k0,-0.895,"[-2.381, 0.59]",1.485,-1.203,0.233
norefined,k1,0.155,"[-0.901, 1.21]",1.056,0.292,0.771
norefined,k2,1.245,"[-0.039, 2.528]",1.283,1.936,0.057
norefined,k3,0.463,"[-0.902, 1.829]",1.366,0.677,0.500
norefined,k4,0.151,"[-0.968, 1.271]",1.119,0.269,0.789
norefined,k5,-0.287,"[-1.175, 0.6]",0.887,-0.647,0.520
refined,tt,-0.388,"[-0.515, -0.261]",0.127,-6.099,0.000
refined,c,-2.654,"[-3.548, -1.76]",0.894,-5.928,0.000
refined,s,-1.161,"[-1.557, -0.765]",0.396,-5.849,0.000
refined,k0,0.295,"[-0.041, 0.631]",0.336,1.751,0.084
refined,k1,0.300,"[-0.009, 0.609]",0.309,1.939,0.057
refined,k2,0.335,"[0.022, 0.649]",0.314,2.136,0.036
refined,k3,0.370,"[0.042, 0.699]",0.328,2.251,0.028
refined,k4,0.445,"[0.109, 0.781]",0.336,2.645,0.010
refined,k5,-0.397,"[-0.74, -0.054]",0.343,-2.311,0.024
