stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.113,-4.310,-3.624,-1.086,1.276,1.912,0.969,-0.050,1.430,2335575868.169,0.490
norefined,2,-1.841,-4.569,-3.549,-1.122,1.119,1.927,0.829,-0.124,1.204,1843893500.395,0.403
norefined,3,-1.491,-4.782,-3.520,-1.139,0.987,1.942,0.733,-0.225,0.993,1347140589.235,0.312
norefined,4,-1.127,-4.978,-3.483,-1.107,0.886,1.963,0.629,-0.229,0.759,1063687767.899,0.226
norefined,5,-0.854,-5.194,-3.367,-1.029,0.798,1.918,0.567,-0.183,0.453,951912294.047,0.164
norefined,6,-1.154,-5.293,-3.248,-0.950,0.680,1.743,0.628,-0.124,0.173,923891203.220,0.218
norefined,7,-0.693,-5.415,-3.219,-0.914,0.682,1.691,0.643,-0.083,0.050,908227525.753,0.128
norefined,8,-1.158,-5.391,-3.185,-0.866,0.611,1.593,0.703,-0.041,-0.046,898647749.527,0.215
norefined,9,-0.676,-5.490,-3.174,-0.847,0.632,1.551,0.720,-0.006,-0.103,882660454.615,0.123
norefined,10,-1.149,-5.454,-3.142,-0.803,0.572,1.464,0.784,0.032,-0.173,882969441.663,0.211
refined,11,-0.676,-5.490,-3.174,-0.847,0.632,1.551,0.720,-0.006,-0.103,882660454.615,0.123
refined,12,-0.341,-1.821,-0.294,1.001,0.317,-0.757,0.383,0.831,-0.292,1508524134.087,0.187
refined,13,-0.035,-0.492,-0.480,-0.239,0.046,0.668,0.184,-0.245,-0.103,985280238.180,0.071
refined,14,-0.147,-1.045,-0.496,0.160,0.173,0.367,0.244,0.163,-0.145,435358005.858,0.140
refined,15,-0.159,-1.131,-0.539,0.157,0.198,0.368,0.263,0.168,-0.195,427428261.945,0.141
refined,16,-0.161,-1.147,-0.546,0.159,0.200,0.364,0.266,0.168,-0.199,427263655.632,0.141
refined,17,-0.161,-1.149,-0.546,0.159,0.200,0.363,0.266,0.168,-0.199,427260905.217,0.141
refined,18,-0.161,-1.149,-0.547,0.159,0.200,0.363,0.266,0.168,-0.199,427260860.737,0.141
refined,19,-0.161,-1.149,-0.547,0.159,0.200,0.363,0.266,0.168,-0.199,427260860.022,0.141
refined,20,-0.161,-1.149,-0.547,0.159,0.200,0.363,0.266,0.168,-0.199,427260860.010,0.141
