stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,128.759,2.023,0.000,76,0,9,3287862378.795,179703709.817
refined,201.712,2.023,0.000,76,0,9,3287862378.795,117023877.862
