stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.676,"[-1.264, -0.087]",0.588,-2.293,0.025
norefined,c,-5.490,"[-10.241, -0.739]",4.751,-2.307,0.024
norefined,s,-3.174,"[-6.137, -0.212]",2.962,-2.139,0.036
norefined,k0,-0.847,"[-2.85, 1.155]",2.003,-0.844,0.401
norefined,k1,0.632,"[-0.76, 2.024]",1.392,0.906,0.368
norefined,k2,1.551,"[-0.314, 3.415]",1.864,1.660,0.102
norefined,k3,0.720,"[-1.171, 2.611]",1.891,0.760,0.450
norefined,k4,-0.006,"[-1.566, 1.554]",1.560,-0.007,0.994
norefined,k5,-0.103,"[-1.281, 1.076]",1.178,-0.174,0.863
refined,tt,-0.161,"[-0.207, -0.115]",0.046,-7.017,0.000
refined,c,-1.149,"[-1.528, -0.77]",0.379,-6.054,0.000
refined,s,-0.547,"[-0.745, -0.348]",0.198,-5.498,0.000
refined,k0,0.159,"[-0.087, 0.405]",0.246,1.293,0.201
refined,k1,0.200,"[-0.031, 0.431]",0.231,1.732,0.088
refined,k2,0.363,"[0.11, 0.616]",0.253,2.864,0.006
refined,k3,0.266,"[0.012, 0.519]",0.253,2.093,0.040
refined,k4,0.168,"[-0.053, 0.388]",0.221,1.517,0.134
refined,k5,-0.199,"[-0.465, 0.066]",0.266,-1.497,0.139
