stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.113,"[-2.247, 0.021]",1.134,-1.958,0.054
norefined,c,-7.944,"[-15.82, -0.068]",7.876,-2.013,0.048
norefined,s,-4.789,"[-9.783, 0.205]",4.994,-1.914,0.060
norefined,k0,1.328,"[-1.178, 3.834]",2.506,1.058,0.294
norefined,k1,-1.944,"[-4.797, 0.908]",2.853,-1.360,0.178
norefined,k2,-2.231,"[-5.987, 1.525]",3.756,-1.185,0.240
norefined,k3,0.982,"[-1.766, 3.73]",2.748,0.713,0.478
norefined,k4,0.767,"[-1.46, 2.995]",2.228,0.688,0.494
norefined,k5,-0.137,"[-1.914, 1.64]",1.777,-0.154,0.878
refined,tt,-1.091,"[-1.719, -0.462]",0.628,-3.464,0.001
refined,c,-6.381,"[-9.847, -2.916]",3.465,-3.676,0.000
refined,s,-2.797,"[-4.454, -1.14]",1.657,-3.369,0.001
refined,k0,0.255,"[-0.623, 1.132]",0.878,0.579,0.565
refined,k1,-0.723,"[-1.6, 0.155]",0.878,-1.644,0.105
refined,k2,-0.520,"[-1.327, 0.286]",0.807,-1.287,0.202
refined,k3,-0.157,"[-0.971, 0.658]",0.815,-0.385,0.702
refined,k4,-0.039,"[-0.927, 0.848]",0.887,-0.088,0.930
refined,k5,-0.473,"[-1.238, 0.291]",0.765,-1.235,0.221
