stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,21.865,2.023,0.000,0,9,2168387134.518,550758649.385,76
refined,62.380,2.023,0.000,0,9,2168387134.518,231186603.269,76
