stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,57.647,1.727,0.000,0,9,3585770385.818,410104009.587,76
refined,76.339,1.727,0.000,0,9,3585770385.818,318608025.237,76
