stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.158,"[-1.934, -0.383]",0.775,-2.983,0.004
norefined,c,-4.979,"[-8.202, -1.756]",3.223,-3.084,0.003
norefined,s,-3.022,"[-5.039, -1.005]",2.017,-2.990,0.004
norefined,k0,0.230,"[-1.17, 1.63]",1.400,0.329,0.744
norefined,k1,0.937,"[-0.036, 1.91]",0.973,1.921,0.059
norefined,k2,0.354,"[-1.415, 2.123]",1.769,0.400,0.691
norefined,k3,-1.418,"[-3.141, 0.304]",1.722,-1.643,0.105
norefined,k4,-0.647,"[-2.468, 1.174]",1.821,-0.709,0.481
norefined,k5,1.158,"[-0.458, 2.774]",1.616,1.431,0.157
refined,tt,-0.298,"[-0.414, -0.182]",0.116,-5.126,0.000
refined,c,-2.100,"[-2.816, -1.383]",0.717,-5.848,0.000
refined,s,-0.957,"[-1.318, -0.596]",0.361,-5.285,0.000
refined,k0,0.445,"[0.007, 0.884]",0.439,2.026,0.047
refined,k1,0.495,"[0.177, 0.812]",0.317,3.112,0.003
refined,k2,-0.169,"[-0.621, 0.282]",0.451,-0.749,0.456
refined,k3,-0.413,"[-0.868, 0.042]",0.455,-1.814,0.074
refined,k4,0.016,"[-0.477, 0.509]",0.493,0.065,0.948
refined,k5,0.249,"[-0.185, 0.684]",0.435,1.145,0.256
