stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,15.035,2.347,0.000,0,9,705403230.465,48543768.381,19
refined,48.891,2.347,0.000,0,9,705403230.465,15674876.692,19
