stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.978,-6.557,-3.527,0.482,-1.379,-0.483,1.185,-1.036,1.073,713951829.153,1584,0,0,0.302
norefined,2,-1.516,-6.669,-3.605,0.419,-1.317,-0.474,1.141,-1.073,0.994,364461166.719,1584,0,0,0.227
norefined,3,-1.052,-6.754,-3.690,0.359,-1.246,-0.457,1.094,-1.102,0.902,239003793.033,1584,0,0,0.156
norefined,4,-1.459,-6.805,-3.582,0.305,-1.169,-0.381,0.874,-1.115,0.819,275348772.484,1584,0,0,0.214
norefined,5,-0.991,-6.887,-3.659,0.263,-1.095,-0.358,0.836,-1.130,0.726,196859639.901,1584,0,0,0.144
norefined,6,-1.435,-6.915,-3.546,0.246,-1.036,-0.294,0.667,-1.130,0.676,227473637.725,1584,0,0,0.208
norefined,7,-0.962,-6.991,-3.619,0.219,-0.965,-0.272,0.643,-1.138,0.587,166677637.747,1584,0,0,0.138
norefined,8,-1.422,-7.006,-3.511,0.217,-0.919,-0.216,0.501,-1.133,0.551,195547859.648,1584,0,0,0.203
norefined,9,-0.945,-7.078,-3.582,0.200,-0.853,-0.200,0.488,-1.137,0.467,145750721.759,1584,0,0,0.134
norefined,10,-1.415,-7.082,-3.480,0.203,-0.818,-0.151,0.367,-1.131,0.443,173877240.745,1584,0,0,0.200
refined,11,-0.945,-7.078,-3.582,0.200,-0.853,-0.200,0.488,-1.137,0.467,145750721.759,1584,0,0,0.134
refined,12,-1.111,-6.384,-3.242,0.437,0.158,0.210,-0.111,-0.399,-0.499,54836456.100,1584,0,0,0.174
refined,13,-1.405,-8.143,-4.400,0.783,0.161,0.138,-0.150,-0.772,-0.572,47012941.683,1584,0,0,0.173
refined,14,-1.636,-9.225,-5.067,1.019,0.474,-0.004,-0.091,-1.064,-0.763,46664822.930,1584,0,0,0.177
refined,15,-1.569,-9.077,-5.000,0.820,0.052,0.187,-0.239,-0.825,-0.562,46884502.426,1584,0,0,0.173
refined,16,-1.749,-9.647,-5.342,1.153,0.785,-0.162,-0.045,-1.197,-0.959,47202001.757,1584,0,0,0.181
refined,17,-1.350,-8.199,-4.494,0.487,-0.543,0.437,-0.425,-0.337,-0.195,51757505.232,1584,0,0,0.165
refined,18,-1.481,-8.116,-4.444,1.118,0.990,-0.298,-0.007,-0.900,-0.856,49224196.002,1584,0,0,0.182
refined,19,-1.342,-8.030,-4.403,0.564,-0.336,0.341,-0.331,-0.520,-0.300,49496453.705,1584,0,0,0.167
refined,20,-1.584,-8.712,-4.776,1.128,0.929,-0.252,-0.021,-0.984,-0.902,48321699.562,1584,0,0,0.182
