stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,100.786,2.023,0.000,76,0,9,2903239880.735,199695054.615
refined,175.758,2.023,0.000,76,0,9,2903239880.735,117973527.044
