stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.791,"[-1.104, -0.479]",0.312,-5.054,0.000
norefined,c,-5.518,"[-7.532, -3.505]",2.013,-5.471,0.000
norefined,s,-3.109,"[-4.282, -1.936]",1.173,-5.292,0.000
norefined,k0,-0.426,"[-1.127, 0.276]",0.702,-1.211,0.230
norefined,k1,-0.472,"[-1.183, 0.239]",0.711,-1.325,0.190
norefined,k2,0.454,"[-0.069, 0.977]",0.523,1.734,0.088
norefined,k3,-0.360,"[-0.998, 0.279]",0.639,-1.124,0.265
norefined,k4,0.027,"[-0.578, 0.632]",0.605,0.089,0.929
norefined,k5,-0.483,"[-1.13, 0.163]",0.646,-1.493,0.140
refined,tt,-0.794,"[-1.034, -0.554]",0.240,-6.604,0.000
refined,c,-5.342,"[-6.897, -3.787]",1.555,-6.857,0.000
refined,s,-2.348,"[-3.055, -1.642]",0.706,-6.639,0.000
refined,k0,-0.557,"[-1.058, -0.056]",0.501,-2.221,0.030
refined,k1,-0.046,"[-0.497, 0.404]",0.450,-0.205,0.838
refined,k2,-0.129,"[-0.581, 0.324]",0.453,-0.567,0.573
refined,k3,0.088,"[-0.39, 0.565]",0.478,0.366,0.716
refined,k4,0.477,"[0.054, 0.899]",0.423,2.250,0.028
refined,k5,-0.242,"[-0.686, 0.203]",0.445,-1.084,0.282
