attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.252,"[-1.805, -0.698]",0.554,-3.771,0.000,9.915,ngd,41,318925746.502,0.179,-1.000,-0.252,0,0,fn
c,-5.015,"[-7.361, -2.67]",2.346,-3.566,0.001,9.915,ngd,41,318925746.502,0.179,-6.000,0.985,0,0,fn
s,-4.168,"[-5.946, -2.39]",1.778,-3.910,0.000,9.915,ngd,41,318925746.502,0.179,-3.000,-1.168,0,0,fn
k0,1.112,"[-0.004, 2.228]",1.116,1.661,0.101,9.915,ngd,41,318925746.502,0.179,0.000,1.112,0,0,fp
k1,-0.049,"[-0.627, 0.528]",0.577,-0.143,0.887,9.915,ngd,41,318925746.502,0.179,0.000,-0.049,0,0,fp
k2,1.108,"[0.329, 1.887]",0.779,2.372,0.021,9.915,ngd,41,318925746.502,0.179,0.000,1.108,0,1,fp
k3,-0.189,"[-0.853, 0.474]",0.664,-0.475,0.636,9.915,ngd,41,318925746.502,0.179,0.000,-0.189,0,0,fp
k4,-1.120,"[-2.066, -0.175]",0.946,-1.976,0.052,9.915,ngd,41,318925746.502,0.179,0.000,-1.120,0,1,fp
k5,-0.489,"[-1.246, 0.268]",0.757,-1.077,0.285,9.915,ngd,41,318925746.502,0.179,0.000,-0.489,0,0,fp
vot,0.250,,,,,9.915,ngd,41,318925746.502,0.179,0.167,0.083,0,0,fn
tt,-2.942,"[-8.15, 2.266]",5.208,-0.942,0.349,10.405,lm,41,2234132042.765,0.473,-1.000,-1.942,1,0,fn
c,-4.314,"[-11.849, 3.22]",7.535,-0.955,0.343,10.405,lm,41,2234132042.765,0.473,-6.000,1.686,1,0,fn
s,-3.781,"[-10.375, 2.812]",6.594,-0.957,0.342,10.405,lm,41,2234132042.765,0.473,-3.000,-0.781,1,0,fn
k0,1.600,"[-3.599, 6.799]",5.199,0.513,0.609,10.405,lm,41,2234132042.765,0.473,0.000,1.600,0,0,fp
k1,0.625,"[-1.269, 2.52]",1.895,0.551,0.584,10.405,lm,41,2234132042.765,0.473,0.000,0.625,0,0,fp
k2,1.805,"[-2.319, 5.93]",4.125,0.730,0.468,10.405,lm,41,2234132042.765,0.473,0.000,1.805,0,0,fp
k3,0.089,"[-2.797, 2.976]",2.887,0.052,0.959,10.405,lm,41,2234132042.765,0.473,0.000,0.089,0,0,fp
k4,-0.700,"[-4.722, 3.321]",4.022,-0.290,0.772,10.405,lm,41,2234132042.765,0.473,0.000,-0.700,0,0,fp
k5,-0.265,"[-2.612, 2.083]",2.347,-0.188,0.851,10.405,lm,41,2234132042.765,0.473,0.000,-0.265,0,0,fp
vot,0.682,,,,,10.405,lm,41,2234132042.765,0.473,0.167,0.515,0,0,fn
tt,-0.878,"[-1.195, -0.561]",0.317,-4.620,0.000,20.231,ngd+lm,41,168486874.864,0.130,-1.000,0.122,0,0,fn
c,-5.699,"[-7.627, -3.771]",1.928,-4.931,0.000,20.231,ngd+lm,41,168486874.864,0.130,-6.000,0.301,0,0,fn
s,-3.021,"[-4.11, -1.932]",1.089,-4.627,0.000,20.231,ngd+lm,41,168486874.864,0.130,-3.000,-0.021,0,0,fn
k0,0.315,"[-0.391, 1.021]",0.706,0.743,0.460,20.231,ngd+lm,41,168486874.864,0.130,0.000,0.315,0,0,fp
k1,-0.074,"[-0.539, 0.391]",0.465,-0.267,0.791,20.231,ngd+lm,41,168486874.864,0.130,0.000,-0.074,0,0,fp
k2,0.281,"[-0.27, 0.831]",0.550,0.850,0.398,20.231,ngd+lm,41,168486874.864,0.130,0.000,0.281,0,0,fp
k3,-0.163,"[-0.684, 0.359]",0.521,-0.521,0.604,20.231,ngd+lm,41,168486874.864,0.130,0.000,-0.163,0,0,fp
k4,-0.670,"[-1.321, -0.018]",0.651,-1.715,0.091,20.231,ngd+lm,41,168486874.864,0.130,0.000,-0.670,0,1,fp
k5,0.255,"[-0.263, 0.772]",0.518,0.820,0.415,20.231,ngd+lm,41,168486874.864,0.130,0.000,0.255,0,0,fp
vot,0.154,,,,,20.231,ngd+lm,41,168486874.864,0.130,0.167,-0.013,0,0,fn
