attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.149,"[-2.078, -0.22]",0.929,-2.063,0.043,8.637,ngd,68,374615328.861,0.199,-1.000,-0.149,0,0,fn
c,-7.675,"[-13.536, -1.815]",5.861,-2.184,0.032,8.637,ngd,68,374615328.861,0.199,-6.000,-1.675,0,0,fn
s,-4.137,"[-7.39, -0.883]",3.254,-2.121,0.038,8.637,ngd,68,374615328.861,0.199,-3.000,-1.137,0,0,fn
k0,1.367,"[0.114, 2.62]",1.253,1.820,0.073,8.637,ngd,68,374615328.861,0.199,0.000,1.367,0,1,fp
k1,1.122,"[-0.582, 2.826]",1.704,1.098,0.276,8.637,ngd,68,374615328.861,0.199,0.000,1.122,0,0,fp
k2,0.571,"[-0.462, 1.605]",1.034,0.922,0.360,8.637,ngd,68,374615328.861,0.199,0.000,0.571,0,0,fp
k3,-0.979,"[-2.645, 0.687]",1.666,-0.980,0.330,8.637,ngd,68,374615328.861,0.199,0.000,-0.979,0,0,fp
k4,-1.483,"[-3.075, 0.109]",1.592,-1.554,0.125,8.637,ngd,68,374615328.861,0.199,0.000,-1.483,0,0,fp
k5,-1.117,"[-2.461, 0.227]",1.344,-1.386,0.170,8.637,ngd,68,374615328.861,0.199,0.000,-1.117,0,0,fp
vot,0.150,,,,,8.637,ngd,68,374615328.861,0.199,0.167,-0.017,0,0,fn
tt,0.239,"[-0.462, 0.941]",0.701,0.568,0.572,8.919,lm,68,2626236291.520,0.526,-1.000,1.239,1,0,fn
c,-7.393,"[-22.95, 8.164]",15.557,-0.793,0.431,8.919,lm,68,2626236291.520,0.526,-6.000,-1.393,1,0,fn
s,-4.172,"[-12.62, 4.276]",8.448,-0.824,0.413,8.919,lm,68,2626236291.520,0.526,-3.000,-1.172,1,0,fn
k0,1.995,"[-3.476, 7.466]",5.471,0.608,0.545,8.919,lm,68,2626236291.520,0.526,0.000,1.995,0,0,fp
k1,1.946,"[-3.884, 7.776]",5.830,0.557,0.580,8.919,lm,68,2626236291.520,0.526,0.000,1.946,0,0,fp
k2,0.713,"[-2.657, 4.083]",3.370,0.353,0.725,8.919,lm,68,2626236291.520,0.526,0.000,0.713,0,0,fp
k3,-0.939,"[-5.338, 3.46]",4.399,-0.356,0.723,8.919,lm,68,2626236291.520,0.526,0.000,-0.939,0,0,fp
k4,-1.568,"[-5.925, 2.79]",4.357,-0.600,0.550,8.919,lm,68,2626236291.520,0.526,0.000,-1.568,0,0,fp
k5,-1.621,"[-5.789, 2.548]",4.169,-0.648,0.519,8.919,lm,68,2626236291.520,0.526,0.000,-1.621,0,0,fp
vot,-0.032,,,,,8.919,lm,68,2626236291.520,0.526,0.167,-0.199,0,0,fn
tt,-1.013,"[-1.414, -0.612]",0.401,-4.216,0.000,17.522,ngd+lm,68,192089388.855,0.142,-1.000,-0.013,0,0,fn
c,-5.876,"[-8.237, -3.515]",2.361,-4.151,0.000,17.522,ngd+lm,68,192089388.855,0.142,-6.000,0.124,0,0,fn
s,-2.803,"[-3.884, -1.722]",1.081,-4.324,0.000,17.522,ngd+lm,68,192089388.855,0.142,-3.000,0.197,0,0,fn
k0,0.389,"[-0.143, 0.922]",0.533,1.219,0.227,17.522,ngd+lm,68,192089388.855,0.142,0.000,0.389,0,0,fp
k1,0.195,"[-0.386, 0.776]",0.581,0.559,0.578,17.522,ngd+lm,68,192089388.855,0.142,0.000,0.195,0,0,fp
k2,0.381,"[-0.123, 0.884]",0.504,1.260,0.212,17.522,ngd+lm,68,192089388.855,0.142,0.000,0.381,0,0,fp
k3,-0.522,"[-1.206, 0.162]",0.684,-1.272,0.208,17.522,ngd+lm,68,192089388.855,0.142,0.000,-0.522,0,0,fp
k4,-0.314,"[-0.93, 0.303]",0.616,-0.849,0.399,17.522,ngd+lm,68,192089388.855,0.142,0.000,-0.314,0,0,fp
k5,0.103,"[-0.462, 0.669]",0.566,0.305,0.761,17.522,ngd+lm,68,192089388.855,0.142,0.000,0.103,0,0,fp
vot,0.172,,,,,17.522,ngd+lm,68,192089388.855,0.142,0.167,0.006,0,0,fn
