stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.544,"[-1.05, -0.037]",0.507,-1.789,0.078
norefined,c,-5.282,"[-10.06, -0.504]",4.778,-1.844,0.070
norefined,s,-2.016,"[-3.873, -0.159]",1.857,-1.811,0.075
norefined,k0,0.307,"[-0.885, 1.5]",1.192,0.430,0.669
norefined,k1,-0.562,"[-1.67, 0.546]",1.108,-0.846,0.401
norefined,k2,0.683,"[-0.625, 1.99]",1.307,0.871,0.387
norefined,k3,0.094,"[-0.971, 1.159]",1.065,0.147,0.883
norefined,k4,-1.539,"[-3.307, 0.229]",1.768,-1.452,0.151
norefined,k5,0.415,"[-0.718, 1.549]",1.134,0.611,0.543
refined,tt,-1.816,"[-3.807, 0.176]",1.992,-1.520,0.133
refined,c,-12.692,"[-26.706, 1.323]",14.014,-1.511,0.136
refined,s,-6.224,"[-13.343, 0.894]",7.119,-1.458,0.149
refined,k0,-0.102,"[-2.271, 2.067]",2.169,-0.078,0.938
refined,k1,-0.478,"[-2.277, 1.321]",1.799,-0.444,0.659
refined,k2,-1.417,"[-2.974, 0.14]",1.557,-1.518,0.134
refined,k3,-2.301,"[-5.368, 0.766]",3.067,-1.251,0.215
refined,k4,2.095,"[-0.808, 4.998]",2.903,1.204,0.233
refined,k5,1.749,"[-0.651, 4.149]",2.400,1.216,0.228
