stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.486,"[-0.814, -0.159]",0.327,-2.478,0.016
norefined,c,-5.170,"[-8.386, -1.954]",3.216,-2.681,0.009
norefined,s,-2.130,"[-3.444, -0.816]",1.314,-2.704,0.009
norefined,k0,0.336,"[-0.472, 1.143]",0.808,0.694,0.490
norefined,k1,-0.486,"[-1.199, 0.227]",0.713,-1.136,0.260
norefined,k2,0.722,"[-0.167, 1.611]",0.889,1.355,0.180
norefined,k3,0.154,"[-0.536, 0.844]",0.690,0.373,0.710
norefined,k4,-1.671,"[-2.944, -0.398]",1.273,-2.189,0.032
norefined,k5,0.229,"[-0.511, 0.969]",0.740,0.517,0.607
refined,tt,-1.792,"[-2.95, -0.634]",1.158,-2.581,0.012
refined,c,-12.275,"[-20.515, -4.034]",8.241,-2.484,0.015
refined,s,-6.531,"[-11.06, -2.002]",4.529,-2.405,0.019
refined,k0,-0.009,"[-0.883, 0.864]",0.874,-0.017,0.986
refined,k1,-0.522,"[-1.548, 0.505]",1.027,-0.848,0.400
refined,k2,0.117,"[-0.872, 1.106]",0.989,0.197,0.844
refined,k3,-0.507,"[-1.589, 0.576]",1.082,-0.781,0.438
refined,k4,0.490,"[-0.779, 1.758]",1.269,0.644,0.522
refined,k5,-0.498,"[-1.381, 0.384]",0.883,-0.942,0.350
