stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.147,"[-2.375, 0.081]",1.228,-1.558,0.124
norefined,c,-6.160,"[-11.914, -0.406]",5.754,-1.785,0.079
norefined,s,-4.460,"[-9.025, 0.105]",4.565,-1.629,0.108
norefined,k0,0.450,"[-1.174, 2.073]",1.624,0.462,0.646
norefined,k1,0.441,"[-0.674, 1.555]",1.115,0.659,0.512
norefined,k2,-0.462,"[-1.452, 0.529]",0.991,-0.778,0.439
norefined,k3,0.649,"[-0.637, 1.934]",1.286,0.842,0.403
norefined,k4,-0.070,"[-1.115, 0.975]",1.045,-0.112,0.912
norefined,k5,0.576,"[-0.516, 1.667]",1.091,0.880,0.382
refined,tt,-1.839,"[-3.297, -0.38]",1.459,-2.103,0.039
refined,c,-10.394,"[-18.058, -2.729]",7.664,-2.262,0.027
refined,s,-6.632,"[-11.92, -1.345]",5.287,-2.092,0.040
refined,k0,1.988,"[-0.254, 4.23]",2.242,1.479,0.144
refined,k1,-0.673,"[-2.344, 0.997]",1.671,-0.672,0.504
refined,k2,0.038,"[-1.295, 1.371]",1.333,0.047,0.962
refined,k3,0.657,"[-0.936, 2.25]",1.593,0.688,0.494
refined,k4,-1.260,"[-2.948, 0.427]",1.687,-1.246,0.217
refined,k5,1.996,"[-0.036, 4.027]",2.032,1.638,0.106
