stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,38.336,1.727,0.000,76,0,9,3020764678.184,491215024.231
refined,66.650,1.727,0.000,76,0,9,3020764678.184,303505175.974
