link_key,observed,true_count,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20
"(0, 1621, '0')",0,,1316.2,2289.6,1637.1,2182.3,1707.1,2411.1,2841.9,3022.7,2910.9,3005.2,2910.9,3476.3,3660.2,3642.1,3650.7,3679.9,3401.0,3788.6,3761.1,3585.8
"(61, 93, '0')",0,,396.0,606.7,609.0,714.1,664.7,749.9,789.2,806.7,792.9,798.3,792.9,850.3,863.9,877.0,857.4,862.4,927.0,888.3,859.9,867.6
"(61, 51, '0')",0,,1183.2,972.5,970.2,865.1,914.5,829.3,790.0,772.5,786.3,780.9,786.3,729.0,715.4,702.2,721.9,716.8,652.2,690.9,719.4,711.6
"(57, 51, '0')",0,,330.3,1455.6,756.7,1085.9,678.3,1030.7,1325.5,1443.8,1286.1,1351.0,1286.1,913.4,1104.3,1169.7,1204.1,1205.2,1020.5,1213.8,1279.3,1180.5
"(708, 9, '0')",0,,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5
"(319, 9, '0')",0,,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0
"(708, 738, '0')",0,,728.0,1788.6,1612.3,1900.5,1721.4,2171.1,2396.2,2500.6,2506.0,2536.8,2506.0,2624.2,2717.7,2749.2,2776.6,2821.2,2801.5,2827.1,2837.9,2802.1
"(708, 733, '0')",0,,794.8,1292.7,812.5,1059.6,777.1,1047.0,1341.7,1500.2,1396.8,1477.8,1396.8,1694.1,1811.5,2011.5,2214.1,2341.1,2383.0,1853.4,2272.6,2406.2
"(1556, 1731, '0')",0,,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6
"(160, 95, '0')",0,,1384.1,2780.9,1933.0,2431.1,1828.3,2409.1,2824.2,2998.1,2779.9,2878.8,2779.9,2635.7,3091.9,3167.6,3262.0,3274.6,2867.4,3300.3,3410.4,3207.0
"(2, 43, '0')",1,2642.0,1386.8,2522.5,1467.4,1995.4,1598.9,2019.7,2188.5,2300.8,2311.9,2350.0,2311.9,2317.6,2430.1,2410.2,2379.4,2349.2,2388.2,2391.1,2353.5,2351.4
"(99, 43, '0')",1,2981.0,3298.0,1217.8,3081.2,1980.2,2816.7,1819.3,1380.6,1157.0,1199.6,1071.4,1199.6,821.7,938.1,950.5,953.1,994.3,1368.8,1141.2,960.5,1082.5
"(369, 164, '0')",1,1840.0,303.7,415.2,380.0,442.6,423.5,439.0,442.3,443.5,436.0,431.9,436.0,262.6,276.6,282.2,284.2,287.2,283.5,290.8,286.9,289.4
"(669, 164, '0')",1,2101.0,2905.8,2559.3,2505.2,2500.3,2444.1,2405.4,2375.2,2305.8,2251.1,2246.4,2251.1,1884.2,1949.4,1952.1,1956.6,1962.6,2032.4,1963.8,1957.2,1973.2
"(3, 38, '0')",1,2001.0,1056.0,1223.5,1077.2,1359.4,1244.7,1331.9,1376.0,1386.4,1370.0,1378.5,1370.0,1263.3,1373.8,1372.2,1367.9,1338.6,1252.6,1395.0,1366.7,1322.2
"(3, 19, '0')",1,4807.0,4232.4,4107.7,3992.3,3724.2,3569.0,3563.5,3536.2,3500.7,3474.8,3473.5,3474.8,3478.3,3420.3,3406.3,3409.7,3406.3,3255.4,3427.0,3417.3,3396.3
"(4, 465, '0')",0,,5288.4,5331.3,5069.5,5083.6,4813.6,4895.4,4912.2,4887.2,4844.8,4852.0,4844.8,4741.6,4794.1,4778.5,4777.6,4744.9,4508.0,4822.1,4784.0,4718.5
"(361, 412, '0')",1,999.0,1407.0,1975.8,1772.6,1800.2,1781.5,1840.3,1871.1,1938.7,1987.0,1991.2,1987.0,2478.1,2415.9,2404.7,2395.5,2382.1,2304.4,2396.9,2395.3,2368.8
"(205, 412, '0')",1,999.0,3209.5,2974.5,2885.2,2942.9,2867.7,2844.4,2817.5,2749.3,2687.1,2678.3,2687.1,2146.8,2226.0,2234.3,2240.8,2249.8,2315.8,2254.6,2244.1,2262.6
"(473, 4, '0')",1,2364.5,483.4,665.3,799.2,942.5,993.5,1044.9,1119.8,1176.7,1214.0,1223.7,1214.0,1199.4,1209.9,1211.6,1223.0,1216.0,1088.0,1231.6,1228.5,1206.8
"(252, 4, '0')",1,2444.0,4805.0,4666.0,4270.4,4141.1,3820.1,3850.5,3792.4,3710.5,3630.8,3628.3,3630.8,3542.2,3584.2,3566.9,3554.5,3528.9,3420.1,3590.5,3555.5,3511.7
"(5, 519, '0')",0,,304.2,485.9,307.2,371.5,216.8,274.3,285.4,279.0,245.9,232.5,245.9,69.3,133.3,117.7,114.4,105.6,86.7,175.1,126.6,108.0
"(5, 35, '0')",0,,1395.0,1321.2,988.3,1254.1,970.5,1234.6,1332.1,1385.6,1353.8,1355.9,1353.8,1237.4,1424.2,1382.7,1272.1,1240.5,1386.7,1514.1,1280.6,1271.9
"(91, 35, '0')",0,,1445.1,1348.4,865.5,1036.2,803.5,961.2,1050.1,1091.0,1038.4,1037.9,1038.4,983.0,1127.7,1145.1,1168.8,1198.2,1170.7,1185.8,1189.8,1226.5
"(510, 35, '0')",0,,1790.6,2381.7,1996.5,2442.7,2123.0,2734.0,2978.3,3094.1,3091.3,3157.0,3091.3,3376.0,3369.5,3265.7,3119.2,3020.0,2750.1,3261.3,3115.9,2923.9
"(6, 539, '0')",0,,1940.4,2401.8,1930.2,2224.9,1901.4,2211.2,2370.5,2405.3,2303.1,2330.6,2303.1,1977.8,2364.2,2339.0,2274.9,2200.4,2070.8,2433.2,2285.0,2197.0
"(166, 539, '0')",0,,1559.4,2057.2,1475.9,1703.6,1288.8,1565.9,1765.4,1800.8,1667.5,1693.1,1667.5,1143.3,1389.4,1370.3,1357.2,1328.8,1306.0,1426.5,1376.0,1341.9
"(557, 539, '0')",0,,1923.3,2323.9,2048.3,2303.7,2012.4,2294.8,2314.4,2349.8,2333.1,2356.7,2333.1,2362.8,2517.9,2467.6,2435.0,2352.9,2147.3,2535.7,2443.5,2309.1
"(6, 17, '0')",0,,2002.3,2396.1,1805.8,2058.7,1626.5,1942.2,2161.0,2236.2,2122.7,2160.0,2122.7,1742.9,2084.1,2053.7,2043.8,1943.1,1783.3,2166.7,2055.5,1928.3
"(213, 17, '0')",0,,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4,1257.4
"(830, 17, '0')",0,,799.4,2039.2,1567.8,2184.0,1910.4,2391.8,2704.5,2820.4,2726.5,2818.3,2726.5,2801.4,2958.5,3044.0,3009.0,3057.9,3043.4,2937.3,3052.1,3095.1
"(865, 17, '0')",0,,1428.8,2055.0,1524.3,2012.4,1765.3,2159.4,2368.0,2444.2,2373.4,2432.9,2373.4,2426.9,2506.3,2595.4,2594.3,2641.1,2672.2,2464.3,2610.9,2679.4
"(493, 250, '0')",1,2444.0,526.0,1552.6,1848.1,2092.0,2210.2,2436.5,2527.2,2564.9,2570.5,2537.2,2570.5,2317.2,2308.0,2330.2,2427.6,2504.4,2509.2,2455.2,2484.4,2530.8
"(253, 250, '0')",1,2466.4,5308.5,4631.0,3762.9,3643.0,3217.3,3078.8,3011.0,2937.0,2843.1,2857.7,2843.1,2849.6,2971.8,2925.4,2819.4,2721.3,2664.6,2897.5,2777.4,2694.1
"(7, 559, '0')",0,,1530.0,2167.1,1498.8,1759.6,1405.7,1706.1,2019.1,2205.4,2058.5,2152.6,2058.5,2439.7,2577.4,2746.0,2956.1,3035.2,2961.5,2605.5,3031.0,3066.8
"(8, 640, '0')",1,1096.0,3966.5,2294.1,2250.9,1995.5,1825.3,1807.3,1716.6,1661.1,1629.6,1603.5,1629.6,2748.9,2454.4,2373.8,2339.2,2318.4,2491.2,2517.0,2314.5,2323.8
"(105, 82, '0')",0,,129.1,324.8,362.6,395.6,446.6,473.7,485.9,485.4,485.9,482.5,485.9,593.5,627.5,625.2,621.0,609.1,615.1,634.5,619.9,615.6
"(105, 23, '0')",0,,893.1,2099.3,1136.6,1602.3,1105.8,1704.7,2151.3,2355.2,2213.1,2322.3,2213.1,2479.0,2569.0,2576.8,2603.4,2599.9,2569.4,2630.7,2680.4,2532.3
"(62, 23, '0')",0,,742.5,736.8,501.5,585.8,458.7,590.8,746.6,857.1,812.1,854.2,812.1,1306.3,1279.2,1421.0,1623.3,1717.4,1497.4,1308.7,1670.0,1749.8
"(95, 23, '0')",0,,1384.1,2780.9,1933.0,2431.1,1828.3,2409.1,2824.2,2998.1,2779.9,2878.8,2779.9,2635.7,3091.9,3167.6,3262.0,3274.6,2867.4,3300.3,3410.4,3207.0
"(9, 708, '0')",0,,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0
"(707, 708, '0')",0,,853.1,1148.8,1229.1,1279.5,1192.0,1316.0,1395.4,1482.6,1482.6,1502.0,1482.6,1608.6,1715.9,1910.5,2125.5,2264.6,2195.8,1784.7,2185.8,2338.2
"(737, 708, '0')",0,,1088.3,2351.0,1614.1,2099.2,1725.0,2320.5,2761.0,2936.7,2838.6,2931.1,2838.6,3128.1,3231.9,3268.7,3283.6,3316.2,3407.2,3314.3,3343.2,3288.6
"(9, 1230, '0')",0,,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5
"(82, 237, '0')",0,,129.1,324.8,362.6,395.6,446.6,473.7,485.9,485.4,485.9,482.5,485.9,593.5,627.5,625.2,621.0,609.1,615.1,634.5,619.9,615.6
"(144, 237, '0')",0,,1774.5,1578.8,1541.0,1508.0,1456.9,1429.8,1417.7,1418.2,1417.6,1421.1,1417.6,1310.1,1276.1,1278.4,1282.6,1294.4,1288.5,1269.1,1283.7,1288.0
"(62, 144, '0')",0,,232.3,389.3,318.0,335.9,269.9,300.2,323.3,348.4,347.5,351.4,347.5,288.7,303.3,303.4,325.5,331.6,304.8,331.6,334.1,321.8
"(48, 144, '0')",0,,1542.1,1189.4,1223.0,1172.0,1187.0,1129.7,1094.4,1069.8,1070.2,1069.7,1070.2,1021.4,972.9,975.0,957.1,962.8,983.7,937.5,949.7,966.2
"(57, 55, '0')",0,,1159.5,1994.3,1315.6,1773.8,1308.8,1967.8,2377.5,2561.2,2460.6,2551.6,2460.6,3068.0,3258.5,3249.7,3328.5,3351.5,2952.2,3420.3,3450.5,3241.8
"(56, 55, '0')",0,,735.6,814.7,532.1,616.1,462.2,584.4,745.0,860.2,816.9,860.7,816.9,1153.1,1120.4,1239.8,1413.6,1514.9,1324.0,1120.2,1454.8,1548.0
"(93, 55, '0')",0,,396.0,606.7,609.0,714.1,664.7,749.9,789.2,806.7,792.9,798.3,792.9,850.3,863.9,877.0,857.4,862.4,927.0,888.3,859.9,867.6
"(580, 142, '0')",1,2931.0,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2,1579.2
