stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.716,-5.861,-3.162,0.499,-0.497,-1.355,-1.882,0.950,-0.790,686854865.188,1584,0,0,0.122
norefined,2,-1.168,-5.799,-3.233,0.462,-0.536,-1.326,-1.779,1.023,-0.659,552395617.090,1584,0,0,0.201
norefined,3,-0.760,-5.836,-3.374,0.409,-0.587,-1.315,-1.616,1.103,-0.505,522373790.515,1584,0,0,0.130
norefined,4,-1.229,-5.792,-3.391,0.368,-0.602,-1.255,-1.539,1.158,-0.389,486179233.048,1584,0,0,0.212
norefined,5,-0.763,-5.852,-3.476,0.313,-0.631,-1.242,-1.437,1.205,-0.316,471519874.082,1584,0,0,0.130
norefined,6,-1.245,-5.821,-3.447,0.275,-0.626,-1.169,-1.400,1.239,-0.238,455929449.558,1584,0,0,0.214
norefined,7,-0.768,-5.889,-3.511,0.218,-0.647,-1.154,-1.318,1.275,-0.195,446434725.751,1584,0,0,0.130
norefined,8,-1.254,-5.862,-3.462,0.184,-0.630,-1.079,-1.308,1.294,-0.142,438194458.881,1584,0,0,0.214
norefined,9,-0.773,-5.932,-3.520,0.129,-0.647,-1.067,-1.237,1.322,-0.115,430531519.767,1584,0,0,0.130
norefined,10,-1.261,-5.905,-3.464,0.099,-0.625,-0.994,-1.244,1.333,-0.078,426274740.973,1584,0,0,0.214
refined,11,-1.261,-5.905,-3.464,0.099,-0.625,-0.994,-1.244,1.333,-0.078,426274740.973,1584,0,0,0.214
refined,12,-0.643,-4.334,-2.484,-0.451,-0.091,-0.072,-0.515,0.300,0.579,330090141.735,1584,0,0,0.148
refined,13,-0.878,-5.526,-3.193,-0.436,-0.087,-0.291,-0.828,0.554,0.507,309985099.926,1584,0,0,0.159
refined,14,-0.942,-5.953,-3.417,-0.390,-0.111,-0.316,-0.973,0.676,0.506,309254132.974,1584,0,0,0.158
refined,15,-0.954,-6.052,-3.465,-0.384,-0.124,-0.311,-1.007,0.708,0.510,309214745.599,1584,0,0,0.158
refined,16,-0.959,-6.084,-3.482,-0.383,-0.126,-0.309,-1.019,0.718,0.512,309211727.263,1584,0,0,0.158
refined,17,-0.959,-6.090,-3.486,-0.383,-0.128,-0.308,-1.021,0.720,0.513,309211461.590,1584,0,0,0.158
refined,18,-0.960,-6.092,-3.487,-0.383,-0.128,-0.308,-1.022,0.721,0.513,309211436.212,1584,0,0,0.158
refined,19,-0.960,-6.092,-3.487,-0.383,-0.128,-0.307,-1.022,0.721,0.513,309211433.630,1584,0,0,0.158
refined,20,-0.960,-6.092,-3.487,-0.383,-0.128,-0.307,-1.023,0.721,0.513,309211433.355,1584,0,0,0.158
