attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.228,"[-1.733, -0.724]",0.505,-4.055,0.000,51.866,ngd,77,235677778.283,0.158,-1.000,-0.228,0,0,fn
c,-6.193,"[-8.939, -3.446]",2.746,-3.757,0.000,51.866,ngd,77,235677778.283,0.158,-6.000,-0.193,0,0,fn
s,-3.211,"[-4.587, -1.836]",1.376,-3.889,0.000,51.866,ngd,77,235677778.283,0.158,-3.000,-0.211,0,0,fn
vot,0.198,,,,,51.866,ngd,77,235677778.283,0.158,0.167,0.032,0,0,fn
tt,-0.964,"[-1.368, -0.559]",0.404,-3.971,0.000,57.878,lm,77,238357668.641,0.159,-1.000,0.036,0,0,fn
c,-4.551,"[-6.7, -2.402]",2.149,-3.529,0.001,57.878,lm,77,238357668.641,0.159,-6.000,1.449,0,0,fn
s,-2.698,"[-3.894, -1.503]",1.196,-3.760,0.000,57.878,lm,77,238357668.641,0.159,-3.000,0.302,0,0,fn
vot,0.212,,,,,57.878,lm,77,238357668.641,0.159,0.167,0.045,0,0,fn
tt,-1.228,"[-1.733, -0.724]",0.505,-4.055,0.000,120.755,ngd+lm,77,235677778.283,0.158,-1.000,-0.228,0,0,fn
c,-6.193,"[-8.939, -3.446]",2.746,-3.757,0.000,120.755,ngd+lm,77,235677778.283,0.158,-6.000,-0.193,0,0,fn
s,-3.211,"[-4.587, -1.836]",1.376,-3.889,0.000,120.755,ngd+lm,77,235677778.283,0.158,-3.000,-0.211,0,0,fn
vot,0.198,,,,,120.755,ngd+lm,77,235677778.283,0.158,0.167,0.032,0,0,fn
