stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.543,"[-2.405, -0.682]",0.861,-3.576,0.001
norefined,c,-8.441,"[-13.323, -3.56]",4.882,-3.452,0.001
norefined,s,-3.424,"[-5.166, -1.682]",1.742,-3.922,0.000
norefined,k0,0.910,"[0.034, 1.785]",0.875,2.074,0.042
norefined,k1,0.987,"[0.074, 1.9]",0.913,2.159,0.034
norefined,k2,0.601,"[-0.453, 1.656]",1.054,1.138,0.259
norefined,k3,-0.549,"[-1.305, 0.206]",0.755,-1.452,0.151
norefined,k4,-1.055,"[-1.969, -0.141]",0.914,-2.304,0.024
norefined,k5,0.466,"[-0.317, 1.248]",0.782,1.188,0.239
refined,tt,-1.036,"[-1.476, -0.597]",0.439,-4.709,0.000
refined,c,-6.351,"[-9.056, -3.647]",2.705,-4.687,0.000
refined,s,-3.064,"[-4.158, -1.97]",1.094,-5.590,0.000
refined,k0,-0.049,"[-0.591, 0.493]",0.542,-0.180,0.858
refined,k1,-0.377,"[-0.931, 0.176]",0.553,-1.361,0.178
refined,k2,-0.128,"[-0.858, 0.602]",0.730,-0.350,0.727
refined,k3,0.331,"[-0.186, 0.848]",0.517,1.279,0.205
refined,k4,0.424,"[-0.141, 0.989]",0.565,1.497,0.139
refined,k5,-0.129,"[-0.687, 0.43]",0.558,-0.461,0.647
