stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.683,"[-1.07, -0.295]",0.387,-3.518,0.001
norefined,c,-5.532,"[-8.171, -2.893]",2.639,-4.184,0.000
norefined,s,-2.047,"[-3.236, -0.859]",1.188,-3.439,0.001
norefined,k0,-0.054,"[-0.988, 0.88]",0.934,-0.115,0.909
norefined,k1,-0.119,"[-0.597, 0.36]",0.478,-0.495,0.622
norefined,k2,-1.304,"[-2.454, -0.154]",1.150,-2.264,0.027
norefined,k3,-0.370,"[-1.036, 0.297]",0.667,-1.107,0.272
norefined,k4,0.182,"[-0.578, 0.941]",0.759,0.478,0.635
norefined,k5,-0.637,"[-1.261, -0.014]",0.623,-2.041,0.045
refined,tt,-0.841,"[-1.092, -0.59]",0.251,-6.693,0.000
refined,c,-4.884,"[-6.265, -3.503]",1.381,-7.060,0.000
refined,s,-2.324,"[-3.033, -1.615]",0.709,-6.546,0.000
refined,k0,-0.307,"[-0.796, 0.183]",0.489,-1.251,0.215
refined,k1,-0.039,"[-0.277, 0.2]",0.238,-0.323,0.748
refined,k2,0.260,"[-0.243, 0.763]",0.503,1.032,0.306
refined,k3,-0.144,"[-0.486, 0.197]",0.341,-0.843,0.402
refined,k4,-0.159,"[-0.528, 0.211]",0.369,-0.857,0.395
refined,k5,-0.157,"[-0.477, 0.162]",0.320,-0.983,0.329
