stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.489,-6.514,-1.029,0.210,0.016,1.165,0.076,-0.558,0.031,2590590733.380,1584,0,0,0.075
norefined,2,-0.908,-6.450,-1.254,0.196,-0.107,1.132,0.096,-0.584,-0.015,2361808455.849,1584,0,0,0.141
norefined,3,-0.553,-6.432,-1.572,0.183,-0.247,1.117,0.125,-0.598,-0.057,2258117195.563,1584,0,0,0.086
norefined,4,-1.006,-6.343,-1.727,0.232,-0.330,1.116,0.181,-0.573,-0.082,2141310663.485,1584,0,0,0.159
norefined,5,-0.602,-6.326,-1.992,0.245,-0.444,1.112,0.232,-0.566,-0.110,2082325076.661,1584,0,0,0.095
norefined,6,-1.061,-6.225,-2.104,0.310,-0.515,1.120,0.308,-0.525,-0.114,2002008806.686,1584,0,0,0.170
norefined,7,-0.621,-6.218,-2.312,0.320,-0.612,1.127,0.369,-0.520,-0.134,1977086388.833,1584,0,0,0.100
norefined,8,-1.091,-6.121,-2.380,0.379,-0.671,1.135,0.446,-0.477,-0.121,1918956685.388,1584,0,0,0.178
norefined,9,-0.629,-6.126,-2.541,0.376,-0.752,1.152,0.505,-0.478,-0.136,1912825973.295,1584,0,0,0.103
norefined,10,-1.108,-6.037,-2.574,0.425,-0.800,1.156,0.575,-0.439,-0.116,1868937495.168,1584,0,0,0.184
refined,11,-1.108,-6.037,-2.574,0.425,-0.800,1.156,0.575,-0.439,-0.116,1868937495.168,1584,0,0,0.184
refined,12,0.178,-0.519,-0.943,1.117,-2.992,1.445,2.804,0.402,0.323,6965379039.540,1584,0,0,-0.342
refined,13,-0.553,0.240,1.140,-0.536,4.134,-2.966,-5.199,-1.449,-1.361,7250200646.179,1584,0,0,-2.305
refined,14,0.460,-1.541,-2.610,1.105,-5.034,3.602,3.748,0.446,0.707,7523235597.513,1584,0,0,-0.298
refined,15,-1.484,2.460,4.495,0.928,14.494,-9.999,-10.320,-3.301,-4.157,11985984275.417,1584,0,0,-0.603
refined,16,-0.060,2.632,-1.285,-0.547,-10.147,3.568,-1.094,-4.496,1.394,4195192512.852,1584,0,0,-0.023
refined,17,-0.073,-5.243,0.115,3.934,18.791,-7.530,-0.051,6.035,-4.346,15398777742.224,1584,0,0,0.014
refined,18,1.093,17.708,-0.807,-18.277,-72.186,29.228,4.278,-22.058,20.014,7021116697.574,1584,0,0,0.062
refined,19,-13.908,-199.113,5.636,216.018,803.456,-337.464,-55.754,242.671,-223.601,15939857433.804,1584,0,0,0.070
refined,20,-11667.797,7978.631,-717.645,-7814.947,14312.653,-11223.374,3430.271,-15453.808,34140.441,12137256453.375,1584,0,0,-1.462
