stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.108,"[-2.663, 0.447]",1.555,-1.189,0.239
norefined,c,-6.037,"[-14.886, 2.813]",8.850,-1.138,0.259
norefined,s,-2.574,"[-5.997, 0.85]",3.424,-1.254,0.214
norefined,k0,0.425,"[-1.323, 2.174]",1.748,0.406,0.686
norefined,k1,-0.800,"[-3.467, 1.868]",2.667,-0.500,0.619
norefined,k2,1.156,"[-0.956, 3.269]",2.113,0.913,0.365
norefined,k3,0.575,"[-1.687, 2.836]",2.262,0.424,0.673
norefined,k4,-0.439,"[-2.123, 1.245]",1.684,-0.435,0.665
norefined,k5,-0.116,"[-1.546, 1.315]",1.431,-0.135,0.893
refined,tt,-1.108,"[-2.663, 0.447]",1.555,-1.189,0.239
refined,c,-6.037,"[-14.886, 2.813]",8.850,-1.138,0.259
refined,s,-2.574,"[-5.997, 0.85]",3.424,-1.254,0.214
refined,k0,0.425,"[-1.323, 2.174]",1.748,0.406,0.686
refined,k1,-0.800,"[-3.467, 1.868]",2.667,-0.500,0.619
refined,k2,1.156,"[-0.956, 3.269]",2.113,0.913,0.365
refined,k3,0.575,"[-1.687, 2.836]",2.262,0.424,0.673
refined,k4,-0.439,"[-2.123, 1.245]",1.684,-0.435,0.665
refined,k5,-0.116,"[-1.546, 1.315]",1.431,-0.135,0.893
