stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,56.238,1.727,0.000,0,9,2935801050.400,343193535.657,76
refined,102.825,1.727,0.000,0,9,2935801050.400,198199322.797,76
