attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.256,"[-1.62, -0.891]",0.364,-5.743,0.000,52.920,ngd,88,181577257.472,0.135,-1.000,-0.256,0,0,fn
c,-5.792,"[-7.472, -4.112]",1.680,-5.743,0.000,52.920,ngd,88,181577257.472,0.135,-6.000,0.208,0,0,fn
s,-2.900,"[-3.741, -2.06]",0.841,-5.748,0.000,52.920,ngd,88,181577257.472,0.135,-3.000,0.100,0,0,fn
vot,0.217,,,,,52.920,ngd,88,181577257.472,0.135,0.167,0.050,0,0,fn
tt,-1.108,"[-1.445, -0.77]",0.338,-5.468,0.000,51.616,lm,88,177929497.716,0.133,-1.000,-0.108,0,0,fn
c,-6.552,"[-8.473, -4.632]",1.920,-5.685,0.000,51.616,lm,88,177929497.716,0.133,-6.000,-0.552,0,0,fn
s,-3.057,"[-3.973, -2.142]",0.915,-5.565,0.000,51.616,lm,88,177929497.716,0.133,-3.000,-0.057,0,0,fn
vot,0.169,,,,,51.616,lm,88,177929497.716,0.133,0.167,0.002,0,0,fn
tt,-1.087,"[-1.422, -0.752]",0.335,-5.407,0.000,107.813,ngd+lm,88,177689734.552,0.133,-1.000,-0.087,0,0,fn
c,-6.457,"[-8.361, -4.552]",1.904,-5.649,0.000,107.813,ngd+lm,88,177689734.552,0.133,-6.000,-0.457,0,0,fn
s,-3.079,"[-4.011, -2.147]",0.932,-5.504,0.000,107.813,ngd+lm,88,177689734.552,0.133,-3.000,-0.079,0,0,fn
vot,0.168,,,,,107.813,ngd+lm,88,177689734.552,0.133,0.167,0.002,0,0,fn
