stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,26.890,1.857,0.000,38,0,9,1744633423.098,186690502.049
refined,159.369,1.857,0.000,38,0,9,1744633423.098,34575019.998
