stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.976,-6.160,-4.799,0.654,0.292,1.249,-1.884,-1.578,-1.663,748006372.209,0.321
norefined,2,-1.502,-6.302,-4.830,0.624,0.249,1.253,-1.894,-1.536,-1.660,598380562.022,0.238
norefined,3,-1.046,-6.444,-4.800,0.604,0.263,1.315,-1.883,-1.437,-1.582,445506657.558,0.162
norefined,4,-0.851,-6.716,-4.530,0.477,0.370,1.368,-1.817,-1.346,-1.433,363710080.334,0.127
norefined,5,-1.204,-6.867,-4.299,0.388,0.525,1.344,-1.728,-1.297,-1.350,330225226.701,0.175
norefined,6,-0.773,-7.018,-4.195,0.393,0.614,1.396,-1.666,-1.236,-1.238,276318741.522,0.110
norefined,7,-1.236,-7.062,-4.078,0.341,0.716,1.353,-1.605,-1.213,-1.213,253111462.482,0.175
norefined,8,-0.804,-7.204,-3.978,0.362,0.815,1.400,-1.536,-1.154,-1.102,218369084.085,0.112
norefined,9,-1.292,-7.201,-3.915,0.314,0.864,1.352,-1.499,-1.148,-1.111,210337388.461,0.179
norefined,10,-0.850,-7.331,-3.833,0.348,0.956,1.395,-1.432,-1.086,-1.006,186690502.050,0.116
refined,11,-0.850,-7.331,-3.833,0.348,0.956,1.395,-1.432,-1.086,-1.006,186690502.050,0.116
refined,12,-1.779,-10.987,-5.162,0.375,0.169,0.499,-0.829,-0.372,0.419,42838847.639,0.162
refined,13,-1.763,-10.908,-5.355,0.238,-0.053,-0.014,-0.035,0.182,0.220,34860706.752,0.162
refined,14,-2.004,-12.287,-5.971,0.410,-0.112,0.049,-0.082,0.207,0.265,34610364.957,0.163
refined,15,-1.960,-12.047,-5.878,0.354,-0.119,0.041,0.013,0.208,0.229,34584412.507,0.163
refined,16,-2.033,-12.461,-6.062,0.411,-0.131,0.048,-0.023,0.222,0.250,34578218.870,0.163
refined,17,-1.995,-12.250,-5.972,0.377,-0.126,0.044,0.012,0.217,0.233,34576617.570,0.163
refined,18,-2.028,-12.432,-6.051,0.404,-0.131,0.047,-0.009,0.222,0.245,34575650.552,0.163
refined,19,-2.006,-12.312,-5.999,0.385,-0.128,0.045,0.007,0.219,0.236,34575258.864,0.163
refined,20,-2.022,-12.403,-6.039,0.399,-0.131,0.046,-0.005,0.222,0.242,34575019.998,0.163
