stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.430,"[-3.353, 0.493]",1.923,-1.348,0.208
norefined,c,-7.362,"[-17.415, 2.692]",10.053,-1.327,0.214
norefined,s,-3.658,"[-9.037, 1.721]",5.379,-1.233,0.246
norefined,k0,0.454,"[-4.112, 5.02]",4.566,0.180,0.861
norefined,k1,1.210,"[-2.799, 5.219]",4.009,0.547,0.596
norefined,k2,1.388,"[-1.848, 4.623]",3.235,0.777,0.455
norefined,k3,-1.420,"[-4.828, 1.988]",3.408,-0.755,0.468
norefined,k4,-0.209,"[-2.395, 1.978]",2.187,-0.173,0.866
norefined,k5,-1.017,"[-3.118, 1.084]",2.101,-0.877,0.401
refined,tt,-1.292,"[-2.719, 0.136]",1.427,-1.640,0.132
refined,c,-9.001,"[-18.89, 0.888]",9.889,-1.650,0.130
refined,s,-4.393,"[-9.112, 0.327]",4.719,-1.687,0.123
refined,k0,0.487,"[-2.908, 3.883]",3.395,0.260,0.800
refined,k1,1.575,"[-1.505, 4.654]",3.079,0.927,0.376
refined,k2,0.520,"[-1.581, 2.62]",2.100,0.448,0.663
refined,k3,-1.182,"[-2.885, 0.522]",1.704,-1.257,0.237
refined,k4,-0.095,"[-2.348, 2.159]",2.254,-0.076,0.941
refined,k5,-0.275,"[-1.326, 0.776]",1.051,-0.475,0.645
