stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.464,"[-2.46, -0.469]",0.995,-2.467,0.017
norefined,c,-7.160,"[-12.125, -2.195]",4.965,-2.419,0.019
norefined,s,-3.761,"[-6.336, -1.186]",2.575,-2.450,0.018
norefined,k0,0.344,"[-1.279, 1.967]",1.623,0.356,0.724
norefined,k1,0.936,"[-0.588, 2.46]",1.524,1.030,0.308
norefined,k2,1.452,"[-0.365, 3.269]",1.817,1.340,0.187
norefined,k3,-1.526,"[-3.922, 0.869]",2.395,-1.069,0.291
norefined,k4,-0.981,"[-2.286, 0.325]",1.305,-1.260,0.214
norefined,k5,-1.124,"[-2.366, 0.119]",1.242,-1.517,0.136
refined,tt,-1.141,"[-1.455, -0.827]",0.314,-6.095,0.000
refined,c,-6.784,"[-8.605, -4.963]",1.821,-6.248,0.000
refined,s,-3.281,"[-4.214, -2.349]",0.932,-5.904,0.000
refined,k0,0.054,"[-0.462, 0.57]",0.516,0.175,0.862
refined,k1,0.201,"[-0.27, 0.672]",0.471,0.717,0.477
refined,k2,0.053,"[-0.381, 0.488]",0.435,0.206,0.838
refined,k3,-0.035,"[-0.637, 0.567]",0.602,-0.098,0.922
refined,k4,-0.006,"[-0.334, 0.321]",0.328,-0.033,0.974
refined,k5,-0.011,"[-0.394, 0.373]",0.384,-0.047,0.963
