stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.543,"[-3.469, 0.383]",1.926,-1.599,0.114
norefined,c,-6.216,"[-14.336, 1.904]",8.120,-1.528,0.131
norefined,s,-4.043,"[-9.23, 1.145]",5.187,-1.556,0.125
norefined,k0,0.011,"[-1.508, 1.53]",1.519,0.015,0.988
norefined,k1,-0.494,"[-2.278, 1.29]",1.784,-0.553,0.582
norefined,k2,0.174,"[-1.714, 2.063]",1.888,0.184,0.854
norefined,k3,-1.388,"[-3.729, 0.954]",2.341,-1.183,0.241
norefined,k4,-0.300,"[-2.365, 1.765]",2.065,-0.290,0.773
norefined,k5,0.360,"[-1.01, 1.73]",1.370,0.524,0.602
refined,tt,-1.234,"[-2.458, -0.01]",1.224,-2.013,0.048
refined,c,-6.547,"[-12.332, -0.763]",5.784,-2.259,0.027
refined,s,-3.254,"[-6.444, -0.064]",3.190,-2.036,0.046
refined,k0,-0.029,"[-1.168, 1.111]",1.140,-0.050,0.960
refined,k1,-0.703,"[-2.12, 0.714]",1.417,-0.990,0.326
refined,k2,-0.112,"[-1.408, 1.183]",1.296,-0.173,0.863
refined,k3,-0.170,"[-1.456, 1.117]",1.286,-0.263,0.793
refined,k4,-1.031,"[-3.057, 0.995]",2.026,-1.016,0.313
refined,k5,-0.291,"[-1.129, 0.546]",0.837,-0.695,0.490
