stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.049,"[-2.285, 0.187]",1.236,-1.694,0.095
norefined,c,-6.160,"[-12.733, 0.413]",6.573,-1.871,0.066
norefined,s,-4.226,"[-8.663, 0.211]",4.437,-1.901,0.062
norefined,k0,0.265,"[-1.071, 1.6]",1.335,0.396,0.694
norefined,k1,-0.452,"[-1.895, 0.991]",1.443,-0.625,0.534
norefined,k2,0.191,"[-1.343, 1.725]",1.534,0.249,0.804
norefined,k3,-1.343,"[-3.02, 0.334]",1.677,-1.599,0.115
norefined,k4,-0.100,"[-1.61, 1.409]",1.509,-0.132,0.895
norefined,k5,0.698,"[-0.668, 2.063]",1.366,1.020,0.312
refined,tt,-1.040,"[-1.626, -0.455]",0.586,-3.546,0.001
refined,c,-5.855,"[-8.893, -2.817]",3.038,-3.846,0.000
refined,s,-2.878,"[-4.491, -1.264]",1.614,-3.560,0.001
refined,k0,-0.090,"[-0.787, 0.608]",0.697,-0.257,0.798
refined,k1,-0.189,"[-0.924, 0.547]",0.736,-0.512,0.610
refined,k2,-0.567,"[-1.358, 0.223]",0.790,-1.433,0.156
refined,k3,0.024,"[-0.675, 0.724]",0.699,0.070,0.945
refined,k4,-0.357,"[-1.271, 0.558]",0.915,-0.778,0.439
refined,k5,-0.117,"[-0.614, 0.38]",0.497,-0.468,0.641
