stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.421,"[-2.854, 0.011]",1.432,-1.981,0.052
norefined,c,-5.832,"[-11.744, 0.08]",5.912,-1.969,0.053
norefined,s,-4.492,"[-9.225, 0.242]",4.733,-1.894,0.063
norefined,k0,0.746,"[-0.657, 2.149]",1.403,1.062,0.292
norefined,k1,-0.140,"[-1.835, 1.554]",1.694,-0.165,0.869
norefined,k2,0.799,"[-0.702, 2.301]",1.501,1.063,0.292
norefined,k3,-1.022,"[-3.396, 1.352]",2.374,-0.859,0.393
norefined,k4,0.311,"[-1.624, 2.246]",1.935,0.321,0.749
norefined,k5,1.180,"[-0.507, 2.868]",1.688,1.396,0.167
refined,tt,-0.305,"[-0.385, -0.225]",0.080,-7.622,0.000
refined,c,-2.033,"[-2.544, -1.523]",0.510,-7.952,0.000
refined,s,-1.056,"[-1.324, -0.788]",0.268,-7.864,0.000
refined,k0,0.029,"[-0.292, 0.35]",0.321,0.179,0.859
refined,k1,-0.124,"[-0.428, 0.179]",0.304,-0.818,0.416
refined,k2,0.282,"[0.041, 0.522]",0.241,2.337,0.022
refined,k3,0.326,"[0.006, 0.646]",0.320,2.033,0.046
refined,k4,-0.112,"[-0.465, 0.241]",0.353,-0.633,0.529
refined,k5,0.395,"[0.134, 0.655]",0.260,3.028,0.003
