stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.137,-5.384,-3.131,-0.497,-0.123,-1.289,-1.212,0.680,-1.585,805620462.638,1584,0,0,0.397
norefined,2,-1.674,-5.466,-3.266,-0.543,-0.178,-1.301,-1.201,0.694,-1.515,600256029.647,1584,0,0,0.306
norefined,3,-1.205,-5.532,-3.381,-0.585,-0.228,-1.288,-1.178,0.702,-1.425,388431388.961,1584,0,0,0.218
norefined,4,-0.970,-5.611,-3.427,-0.766,-0.384,-1.158,-0.964,0.649,-1.173,325751668.889,1584,0,0,0.173
norefined,5,-1.318,-5.622,-3.380,-0.877,-0.444,-1.020,-0.733,0.537,-1.015,316734877.654,1584,0,0,0.234
norefined,6,-0.842,-5.700,-3.425,-0.888,-0.497,-1.020,-0.716,0.555,-0.905,269971275.411,1584,0,0,0.148
norefined,7,-1.274,-5.689,-3.391,-0.934,-0.503,-0.896,-0.551,0.471,-0.801,265007840.537,1584,0,0,0.224
norefined,8,-0.793,-5.767,-3.431,-0.922,-0.544,-0.900,-0.541,0.491,-0.703,251649932.202,1584,0,0,0.138
norefined,9,-1.279,-5.737,-3.392,-0.926,-0.505,-0.816,-0.484,0.471,-0.689,253179514.648,1584,0,0,0.223
norefined,10,-0.796,-5.812,-3.434,-0.904,-0.538,-0.820,-0.480,0.492,-0.600,241007536.753,1584,0,0,0.137
refined,11,-0.796,-5.812,-3.434,-0.904,-0.538,-0.820,-0.480,0.492,-0.600,241007536.753,1584,0,0,0.137
refined,12,-0.753,-4.070,-2.102,0.411,-0.021,0.467,0.294,0.099,0.094,184166831.319,1584,0,0,0.185
refined,13,-1.000,-5.797,-3.092,0.139,-0.150,0.143,0.100,0.201,0.007,96485499.322,1584,0,0,0.173
refined,14,-1.104,-6.515,-3.530,0.038,-0.376,0.156,0.014,0.274,-0.138,92054864.642,1584,0,0,0.169
refined,15,-1.045,-6.167,-3.380,0.006,-0.414,0.176,0.029,0.301,-0.192,91904432.016,1584,0,0,0.169
refined,16,-1.105,-6.544,-3.563,0.029,-0.451,0.181,0.020,0.296,-0.202,91867596.521,1584,0,0,0.169
refined,17,-1.065,-6.298,-3.444,0.017,-0.442,0.185,0.028,0.300,-0.207,91856568.488,1584,0,0,0.169
refined,18,-1.097,-6.499,-3.541,0.028,-0.456,0.185,0.023,0.298,-0.209,91847862.671,1584,0,0,0.169
refined,19,-1.074,-6.352,-3.470,0.020,-0.448,0.186,0.027,0.299,-0.209,91844212.654,1584,0,0,0.169
refined,20,-1.092,-6.465,-3.525,0.026,-0.455,0.185,0.024,0.298,-0.209,91841602.149,1584,0,0,0.169
