stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.295,-6.864,-3.107,1.885,0.117,1.816,0.263,1.851,1.159,2386143552.955,1584,0,0,0.334
norefined,2,-1.990,-6.945,-3.374,1.715,0.046,1.693,0.159,1.778,1.038,1643683381.863,1584,0,0,0.287
norefined,3,-1.663,-7.026,-3.605,1.556,-0.020,1.570,0.034,1.695,0.915,1115529234.345,1584,0,0,0.237
norefined,4,-1.597,-7.113,-3.752,1.343,-0.112,1.381,-0.184,1.504,0.708,802186598.548,1584,0,0,0.224
norefined,5,-1.678,-7.186,-3.804,1.156,-0.187,1.158,-0.396,1.294,0.472,590723010.169,1584,0,0,0.234
norefined,6,-1.616,-7.276,-3.825,1.000,-0.236,0.872,-0.555,1.114,0.204,447621330.363,1584,0,0,0.222
norefined,7,-1.270,-7.366,-3.863,0.887,-0.259,0.647,-0.608,0.993,0.006,379872064.148,1584,0,0,0.172
norefined,8,-1.713,-7.342,-3.797,0.816,-0.257,0.538,-0.682,0.878,-0.108,437626536.563,1584,0,0,0.233
norefined,9,-1.227,-7.401,-3.885,0.783,-0.269,0.515,-0.660,0.880,-0.099,342363840.272,1584,0,0,0.166
norefined,10,-1.688,-7.369,-3.820,0.722,-0.264,0.430,-0.722,0.780,-0.183,413600329.596,1584,0,0,0.229
refined,11,-1.227,-7.401,-3.885,0.783,-0.269,0.515,-0.660,0.880,-0.099,342363840.272,1584,0,0,0.166
refined,12,-1.088,-6.310,-2.981,-0.692,0.370,0.182,0.070,-0.287,0.023,177656250.417,1584,0,0,0.172
refined,13,-1.361,-7.974,-3.815,-0.448,0.396,0.293,-0.114,0.036,-0.045,159606101.408,1584,0,0,0.171
refined,14,-1.403,-8.254,-3.966,-0.473,0.365,0.305,-0.145,0.038,-0.030,159178988.598,1584,0,0,0.170
refined,15,-1.409,-8.300,-3.990,-0.476,0.370,0.306,-0.148,0.038,-0.031,159173973.709,1584,0,0,0.170
refined,16,-1.410,-8.305,-3.993,-0.476,0.370,0.307,-0.148,0.038,-0.031,159173894.933,1584,0,0,0.170
refined,17,-1.410,-8.306,-3.993,-0.476,0.370,0.307,-0.148,0.037,-0.031,159173893.506,1584,0,0,0.170
refined,18,-1.410,-8.306,-3.993,-0.476,0.370,0.307,-0.148,0.037,-0.031,159173893.479,1584,0,0,0.170
refined,19,-1.410,-8.306,-3.993,-0.476,0.370,0.307,-0.148,0.037,-0.031,159173893.479,1584,0,0,0.170
refined,20,-1.410,-8.306,-3.993,-0.476,0.370,0.307,-0.148,0.037,-0.031,159173893.479,1584,0,0,0.170
