stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.556,"[-1.051, -0.061]",0.495,-1.875,0.065
norefined,c,-7.139,"[-13.704, -0.574]",6.565,-1.814,0.074
norefined,s,-2.380,"[-4.418, -0.342]",2.038,-1.948,0.056
norefined,k0,-0.273,"[-1.352, 0.807]",1.080,-0.422,0.675
norefined,k1,-0.928,"[-2.349, 0.493]",1.421,-1.089,0.280
norefined,k2,1.188,"[-0.656, 3.032]",1.844,1.075,0.286
norefined,k3,1.081,"[-0.463, 2.626]",1.544,1.168,0.247
norefined,k4,1.050,"[-0.284, 2.384]",1.334,1.313,0.194
norefined,k5,-0.881,"[-2.231, 0.47]",1.351,-1.088,0.281
refined,tt,-0.796,"[-1.242, -0.351]",0.445,-2.984,0.004
refined,c,-4.647,"[-7.397, -1.897]",2.750,-2.819,0.006
refined,s,-2.322,"[-3.593, -1.051]",1.271,-3.047,0.003
refined,k0,-0.908,"[-1.832, 0.015]",0.923,-1.641,0.105
refined,k1,0.033,"[-0.635, 0.702]",0.669,0.083,0.934
refined,k2,0.169,"[-0.803, 1.142]",0.973,0.290,0.772
refined,k3,0.341,"[-0.518, 1.201]",0.860,0.662,0.510
refined,k4,0.076,"[-0.519, 0.67]",0.595,0.212,0.833
refined,k5,0.338,"[-0.233, 0.909]",0.571,0.987,0.327
