stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.062,"[-1.715, -0.409]",0.653,-3.246,0.002
norefined,c,-7.396,"[-11.581, -3.211]",4.185,-3.528,0.001
norefined,s,-3.709,"[-5.704, -1.714]",1.995,-3.711,0.000
norefined,k0,-0.009,"[-0.739, 0.721]",0.730,-0.024,0.981
norefined,k1,0.095,"[-0.717, 0.908]",0.813,0.234,0.815
norefined,k2,1.197,"[-0.627, 3.022]",1.824,1.310,0.195
norefined,k3,-0.409,"[-1.207, 0.388]",0.797,-1.025,0.309
norefined,k4,-0.671,"[-1.381, 0.038]",0.709,-1.889,0.063
norefined,k5,-0.163,"[-0.881, 0.556]",0.719,-0.453,0.652
refined,tt,-1.122,"[-1.641, -0.603]",0.519,-4.314,0.000
refined,c,-6.724,"[-9.864, -3.583]",3.140,-4.273,0.000
refined,s,-3.751,"[-5.283, -2.219]",1.532,-4.887,0.000
refined,k0,-0.178,"[-0.79, 0.434]",0.612,-0.580,0.564
refined,k1,0.498,"[-0.207, 1.202]",0.704,1.410,0.163
refined,k2,-0.246,"[-1.533, 1.041]",1.287,-0.382,0.704
refined,k3,-0.137,"[-0.739, 0.466]",0.602,-0.452,0.652
refined,k4,-0.253,"[-0.655, 0.148]",0.402,-1.258,0.213
refined,k5,0.311,"[-0.278, 0.899]",0.588,1.054,0.296
