stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.005,"[-1.65, -0.359]",0.645,-3.106,0.003
norefined,c,-7.582,"[-11.978, -3.187]",4.395,-3.444,0.001
norefined,s,-3.352,"[-5.291, -1.413]",1.939,-3.450,0.001
norefined,k0,-0.292,"[-1.02, 0.436]",0.728,-0.800,0.426
norefined,k1,0.254,"[-0.726, 1.235]",0.981,0.518,0.606
norefined,k2,1.228,"[-0.827, 3.284]",2.056,1.193,0.237
norefined,k3,-0.423,"[-1.318, 0.473]",0.896,-0.942,0.350
norefined,k4,-0.550,"[-1.29, 0.19]",0.740,-1.483,0.143
norefined,k5,-0.315,"[-1.154, 0.524]",0.839,-0.749,0.457
refined,tt,-1.191,"[-1.732, -0.649]",0.541,-4.390,0.000
refined,c,-7.157,"[-10.457, -3.857]",3.300,-4.329,0.000
refined,s,-3.743,"[-5.257, -2.228]",1.515,-4.931,0.000
refined,k0,-0.156,"[-0.678, 0.367]",0.522,-0.594,0.554
refined,k1,0.590,"[-0.08, 1.261]",0.670,1.758,0.083
refined,k2,-0.031,"[-1.148, 1.085]",1.116,-0.056,0.955
refined,k3,-0.315,"[-0.866, 0.236]",0.551,-1.142,0.258
refined,k4,0.005,"[-0.362, 0.373]",0.368,0.028,0.978
refined,k5,0.003,"[-0.553, 0.559]",0.556,0.011,0.991
