stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,19.005,2.347,0.000,19,0,9,682721060.961,37709224.752
refined,38.931,2.347,0.000,19,0,9,682721060.961,18944446.081
