stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.679,-4.567,-4.273,0.745,-1.836,-0.139,-1.665,-0.571,-1.937,1193906028.592,1584,0,0,0.368
norefined,2,-1.309,-4.847,-4.166,0.744,-1.753,-0.140,-1.606,-0.565,-1.822,1007297120.581,1584,0,0,0.270
norefined,3,-0.929,-5.093,-4.071,0.753,-1.667,-0.163,-1.512,-0.536,-1.685,789778767.753,1584,0,0,0.182
norefined,4,-0.881,-5.389,-3.853,0.816,-1.564,-0.137,-1.285,-0.410,-1.512,617753134.257,1584,0,0,0.163
norefined,5,-1.199,-5.575,-3.639,0.862,-1.485,-0.111,-1.123,-0.318,-1.355,577999119.085,1584,0,0,0.215
norefined,6,-0.743,-5.731,-3.592,0.878,-1.417,-0.131,-1.047,-0.289,-1.296,531660936.894,1584,0,0,0.130
norefined,7,-1.215,-5.763,-3.477,0.889,-1.398,-0.115,-1.003,-0.265,-1.200,489022528.786,1584,0,0,0.211
norefined,8,-0.749,-5.904,-3.446,0.902,-1.327,-0.133,-0.941,-0.244,-1.150,449874927.692,1584,0,0,0.127
norefined,9,-1.226,-5.922,-3.338,0.913,-1.309,-0.120,-0.909,-0.227,-1.055,423071411.622,1584,0,0,0.207
norefined,10,-0.751,-6.043,-3.335,0.919,-1.238,-0.133,-0.863,-0.214,-1.013,393728213.844,1584,0,0,0.124
refined,11,-0.751,-6.043,-3.335,0.919,-1.238,-0.133,-0.863,-0.214,-1.013,393728213.844,1584,0,0,0.124
refined,12,-0.807,-4.527,-2.327,0.159,0.399,0.262,-0.062,-0.358,0.364,166970008.981,1584,0,0,0.178
refined,13,-1.311,-7.709,-3.988,0.284,0.177,0.305,-0.335,-0.366,0.248,121944822.643,1584,0,0,0.170
refined,14,-1.975,-11.529,-6.044,1.260,-0.103,0.548,-0.514,-1.120,-0.142,114239857.656,1584,0,0,0.171
refined,15,-2.279,-13.279,-6.876,1.995,-0.256,0.761,-0.282,-2.210,-0.316,110564120.303,1584,0,0,0.172
refined,16,-2.730,-15.945,-8.199,2.690,-0.388,0.933,-0.272,-3.131,-0.514,108999187.407,1584,0,0,0.171
refined,17,-3.111,-18.233,-9.322,3.316,-0.477,1.068,-0.210,-4.103,-0.675,108015501.731,1584,0,0,0.171
refined,18,-3.479,-20.435,-10.415,3.952,-0.540,1.175,-0.148,-5.107,-0.850,107283668.910,1584,0,0,0.170
refined,19,-3.799,-22.347,-11.366,4.556,-0.585,1.264,-0.066,-6.081,-1.008,106760042.998,1584,0,0,0.170
refined,20,-4.075,-23.990,-12.176,5.153,-0.628,1.347,0.032,-7.031,-1.147,106306719.689,1584,0,0,0.170
