stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,53.302,2.023,0.000,0,9,3083759809.698,377912004.627,76
refined,214.888,2.023,0.000,0,9,3083759809.698,103254735.518,76
