attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.347,"[-1.778, -0.917]",0.430,-5.215,0.000,46.648,ngd,37,210454463.174,0.147,-1.000,-0.347,0,0,fn
c,-6.382,"[-8.46, -4.305]",2.078,-5.118,0.000,46.648,ngd,37,210454463.174,0.147,-6.000,-0.382,0,0,fn
s,-3.394,"[-4.445, -2.344]",1.051,-5.383,0.000,46.648,ngd,37,210454463.174,0.147,-3.000,-0.394,0,0,fn
vot,0.211,,,,,46.648,ngd,37,210454463.174,0.147,0.167,0.044,0,0,fn
tt,-1.941,"[-2.691, -1.191]",0.750,-4.310,0.000,51.920,lm,37,207145172.606,0.146,-1.000,-0.941,0,0,fn
c,-10.885,"[-15.143, -6.627]",4.258,-4.259,0.000,51.920,lm,37,207145172.606,0.146,-6.000,-4.885,0,0,fn
s,-5.783,"[-7.961, -3.605]",2.178,-4.423,0.000,51.920,lm,37,207145172.606,0.146,-3.000,-2.783,0,0,fn
vot,0.178,,,,,51.920,lm,37,207145172.606,0.146,0.167,0.012,0,0,fn
tt,-2.039,"[-2.802, -1.276]",0.763,-4.452,0.000,95.226,ngd+lm,37,206896008.186,0.146,-1.000,-1.039,0,0,fn
c,-10.371,"[-14.254, -6.487]",3.883,-4.449,0.000,95.226,ngd+lm,37,206896008.186,0.146,-6.000,-4.371,0,0,fn
s,-6.072,"[-8.292, -3.852]",2.220,-4.556,0.000,95.226,ngd+lm,37,206896008.186,0.146,-3.000,-3.072,0,0,fn
vot,0.197,,,,,95.226,ngd+lm,37,206896008.186,0.146,0.167,0.030,0,0,fn
