stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.053,"[-2.405, 0.299]",1.352,-1.299,0.198
norefined,c,-5.552,"[-13.032, 1.929]",7.481,-1.238,0.220
norefined,s,-3.112,"[-7.072, 0.849]",3.961,-1.310,0.195
norefined,k0,0.735,"[-1.349, 2.819]",2.084,0.588,0.558
norefined,k1,-0.212,"[-2.582, 2.157]",2.370,-0.149,0.882
norefined,k2,-0.599,"[-2.338, 1.14]",1.739,-0.574,0.568
norefined,k3,0.780,"[-1.386, 2.946]",2.166,0.601,0.550
norefined,k4,-0.354,"[-1.917, 1.208]",1.562,-0.378,0.707
norefined,k5,0.382,"[-1.673, 2.437]",2.055,0.310,0.757
refined,tt,-0.983,"[-2.114, 0.148]",1.131,-1.450,0.152
refined,c,-4.314,"[-9.305, 0.676]",4.990,-1.442,0.154
refined,s,-2.099,"[-4.613, 0.415]",2.514,-1.393,0.168
refined,k0,0.735,"[-0.847, 2.318]",1.583,0.775,0.441
refined,k1,0.241,"[-1.775, 2.258]",2.017,0.200,0.842
refined,k2,-0.935,"[-2.513, 0.643]",1.578,-0.988,0.327
refined,k3,0.000,"[-1.462, 1.462]",1.462,0.000,1.000
refined,k4,-0.339,"[-1.745, 1.067]",1.406,-0.402,0.689
refined,k5,0.300,"[-1.403, 2.003]",1.703,0.294,0.770
