stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.734,"[-1.674, 0.207]",0.941,-1.557,0.124
norefined,c,-5.903,"[-12.975, 1.169]",7.072,-1.666,0.100
norefined,s,-3.272,"[-7.362, 0.819]",4.091,-1.596,0.115
norefined,k0,-0.377,"[-1.933, 1.179]",1.556,-0.483,0.630
norefined,k1,-1.001,"[-2.556, 0.554]",1.555,-1.285,0.203
norefined,k2,-0.461,"[-2.312, 1.391]",1.851,-0.497,0.621
norefined,k3,-0.405,"[-1.989, 1.179]",1.584,-0.510,0.611
norefined,k4,0.727,"[-0.345, 1.799]",1.072,1.353,0.180
norefined,k5,-0.061,"[-1.207, 1.085]",1.146,-0.106,0.916
refined,tt,-0.188,"[-0.251, -0.124]",0.063,-5.905,0.000
refined,c,-0.951,"[-1.315, -0.587]",0.364,-5.213,0.000
refined,s,-0.451,"[-0.692, -0.211]",0.241,-3.744,0.000
refined,k0,-0.143,"[-0.436, 0.149]",0.293,-0.978,0.332
refined,k1,0.193,"[-0.083, 0.469]",0.276,1.398,0.167
refined,k2,0.034,"[-0.263, 0.331]",0.297,0.227,0.821
refined,k3,0.054,"[-0.228, 0.337]",0.282,0.385,0.702
refined,k4,0.352,"[0.082, 0.622]",0.270,2.599,0.011
refined,k5,0.041,"[-0.241, 0.324]",0.282,0.291,0.772
