stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.095,-5.006,-3.360,-0.935,-0.539,-0.180,-1.049,0.831,-0.423,1741967891.140,0.419
norefined,2,-1.640,-5.074,-3.515,-0.937,-0.641,-0.172,-1.054,0.776,-0.396,1177196776.441,0.323
norefined,3,-1.177,-5.110,-3.672,-0.903,-0.690,-0.149,-1.063,0.713,-0.355,837256857.668,0.230
norefined,4,-0.882,-5.097,-3.878,-0.791,-0.765,-0.021,-0.801,0.659,-0.238,841906146.209,0.173
norefined,5,-1.365,-5.068,-3.821,-0.760,-0.762,0.002,-0.696,0.666,-0.209,856093767.508,0.269
norefined,6,-0.885,-5.104,-3.941,-0.732,-0.771,0.026,-0.729,0.630,-0.183,833598361.438,0.173
norefined,7,-1.370,-5.080,-3.869,-0.710,-0.764,0.044,-0.642,0.637,-0.162,847938747.071,0.270
norefined,8,-0.889,-5.119,-3.983,-0.684,-0.770,0.066,-0.682,0.604,-0.139,828585397.146,0.174
norefined,9,-1.376,-5.098,-3.902,-0.668,-0.761,0.081,-0.606,0.612,-0.124,842797522.305,0.270
norefined,10,-0.894,-5.138,-4.012,-0.644,-0.765,0.100,-0.649,0.580,-0.104,825148935.827,0.174
refined,11,-0.894,-5.138,-4.012,-0.644,-0.765,0.100,-0.649,0.580,-0.104,825148935.827,0.174
refined,12,-0.720,-4.544,-1.914,0.553,0.332,0.824,0.338,-0.277,0.428,779296107.216,0.158
refined,13,-0.534,-3.097,-1.861,-0.099,0.181,0.441,-0.017,-0.014,0.185,696904543.621,0.172
refined,14,-0.499,-3.040,-1.670,-0.008,0.134,0.514,0.041,-0.176,0.245,691421390.818,0.164
refined,15,-0.437,-2.666,-1.479,-0.056,0.124,0.466,0.035,-0.182,0.226,686289793.924,0.164
refined,16,-0.350,-2.184,-1.189,-0.055,0.101,0.395,0.049,-0.187,0.215,669719341.635,0.160
refined,17,-0.246,-1.563,-0.849,-0.043,0.069,0.252,0.082,-0.159,0.174,627198355.758,0.157
refined,18,-0.187,-1.172,-0.642,0.012,0.023,0.146,0.100,-0.124,0.145,597741236.669,0.160
refined,19,-0.174,-1.070,-0.583,0.039,0.005,0.124,0.099,-0.124,0.143,594183177.505,0.162
refined,20,-0.170,-1.044,-0.567,0.046,0.001,0.117,0.100,-0.124,0.142,593900153.334,0.163
