stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.095,-5.006,-3.360,-0.935,-0.539,-0.180,-1.049,0.831,-0.423,891251400.502,0.419
norefined,2,-1.636,-5.088,-3.495,-0.927,-0.583,-0.189,-1.130,0.760,-0.405,551234815.023,0.322
norefined,3,-1.169,-5.176,-3.600,-0.893,-0.641,-0.210,-1.139,0.680,-0.363,495945811.348,0.226
norefined,4,-1.558,-5.252,-3.422,-0.877,-0.674,-0.320,-0.935,0.602,-0.367,498446543.942,0.297
norefined,5,-1.084,-5.341,-3.511,-0.841,-0.714,-0.347,-0.946,0.533,-0.332,473091850.287,0.203
norefined,6,-1.499,-5.395,-3.334,-0.821,-0.718,-0.445,-0.769,0.483,-0.344,465271828.431,0.278
norefined,7,-1.021,-5.482,-3.415,-0.785,-0.745,-0.473,-0.784,0.421,-0.310,455608357.950,0.186
norefined,8,-1.457,-5.518,-3.252,-0.759,-0.727,-0.557,-0.630,0.391,-0.325,443938146.633,0.264
norefined,9,-0.977,-5.601,-3.332,-0.723,-0.744,-0.582,-0.651,0.334,-0.291,442600211.477,0.174
norefined,10,-1.428,-5.622,-3.184,-0.691,-0.712,-0.653,-0.519,0.319,-0.306,429882163.001,0.254
refined,11,-1.428,-5.622,-3.184,-0.691,-0.712,-0.653,-0.519,0.319,-0.306,429882163.001,0.254
refined,12,-0.953,-6.111,-2.323,0.205,0.149,-0.856,0.021,-0.041,0.723,394257194.758,0.156
refined,13,-1.345,-7.674,-3.320,0.031,-0.195,-1.336,-0.074,0.118,0.387,358668492.102,0.175
refined,14,-1.368,-7.575,-3.362,0.057,-0.146,-1.339,0.006,0.060,0.218,358080624.184,0.181
refined,15,-1.319,-7.391,-3.247,0.066,-0.172,-1.261,-0.032,0.054,0.272,358036828.243,0.178
refined,16,-1.361,-7.572,-3.350,0.066,-0.159,-1.325,-0.009,0.061,0.238,358008359.878,0.180
refined,17,-1.331,-7.442,-3.278,0.066,-0.167,-1.281,-0.024,0.056,0.258,358000605.292,0.179
refined,18,-1.352,-7.534,-3.328,0.066,-0.162,-1.312,-0.013,0.060,0.244,357995316.934,0.179
refined,19,-1.338,-7.471,-3.294,0.066,-0.165,-1.291,-0.020,0.057,0.254,357993382.173,0.179
refined,20,-1.348,-7.515,-3.318,0.066,-0.163,-1.305,-0.015,0.059,0.247,357992293.797,0.179
