stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.333,"[-2.043, -0.623]",0.710,-3.748,0.000
norefined,c,-6.789,"[-10.289, -3.289]",3.500,-3.872,0.000
norefined,s,-2.983,"[-4.691, -1.275]",1.708,-3.487,0.001
norefined,k0,-0.941,"[-1.925, 0.043]",0.984,-1.909,0.061
norefined,k1,1.076,"[0.152, 2.0]",0.924,2.325,0.023
norefined,k2,0.462,"[-0.302, 1.226]",0.764,1.206,0.232
norefined,k3,-0.267,"[-1.116, 0.583]",0.850,-0.626,0.533
norefined,k4,0.748,"[-0.321, 1.816]",1.069,1.396,0.167
norefined,k5,0.088,"[-0.836, 1.013]",0.925,0.191,0.849
refined,tt,-1.273,"[-1.886, -0.66]",0.613,-4.144,0.000
refined,c,-7.800,"[-11.303, -4.297]",3.503,-4.444,0.000
refined,s,-4.172,"[-6.287, -2.057]",2.115,-3.937,0.000
refined,k0,0.431,"[-0.544, 1.406]",0.975,0.882,0.381
refined,k1,-0.389,"[-1.254, 0.476]",0.865,-0.898,0.372
refined,k2,0.177,"[-0.441, 0.795]",0.618,0.572,0.569
refined,k3,0.031,"[-0.601, 0.664]",0.633,0.099,0.921
refined,k4,0.169,"[-0.573, 0.911]",0.742,0.454,0.651
refined,k5,0.598,"[-0.15, 1.347]",0.748,1.596,0.115
